charger_id,region_id,city_name,year,quarter,charger_count,fast_charger_count,slow_charger_count,dc_fast_count,average_capacity_kw,operational_status,charger_per_1000_ev,infrastructure_gap_score,charging_readiness_score
C0000287,RG0006,Panaji,2030,3,749,187,562,84,59.8,Operational,5.55,14.5,86.9
C0000288,RG0006,Panaji,2030,4,800,200,600,90,62.8,Operational,5.55,13.5,88.1
C0000289,RG0007,Gandhinagar,2019,1,3,1,2,0,43.5,Operational,4.21,35.8,65.1
C0000290,RG0007,Gandhinagar,2019,2,5,1,4,0,41.1,Operational,3.32,46.0,55.2
C0000291,RG0007,Gandhinagar,2019,3,9,2,7,1,41.8,Operational,3.79,40.8,60.2
C0000292,RG0007,Gandhinagar,2019,4,12,2,10,1,43.1,Operational,3.55,42.9,58.4
C0000293,RG0007,Gandhinagar,2020,1,16,3,13,1,40.4,Operational,3.77,41.3,59.7
C0000294,RG0007,Gandhinagar,2020,2,19,4,15,2,43.9,Operational,3.71,40.7,60.5
C0000295,RG0007,Gandhinagar,2020,3,23,5,18,2,41.4,Operational,3.75,41.1,59.9
C0000296,RG0007,Gandhinagar,2020,4,28,6,22,3,41.0,Operational,3.81,40.6,60.3
C0000297,RG0007,Gandhinagar,2021,1,34,7,27,3,41.4,Operational,3.99,38.4,62.5
C0000298,RG0007,Gandhinagar,2021,2,39,8,31,4,43.5,Operational,3.98,37.7,63.3
C0000299,RG0007,Gandhinagar,2021,3,45,9,36,4,48.5,Operational,4.01,35.7,65.7
C0000300,RG0007,Gandhinagar,2021,4,52,11,41,5,46.5,Operational,4.06,35.8,65.4
C0000301,RG0007,Gandhinagar,2022,1,61,13,48,6,48.1,Operational,4.23,33.2,68.0
C0000302,RG0007,Gandhinagar,2022,2,69,15,54,7,50.3,Operational,4.26,32.2,69.2
C0000303,RG0007,Gandhinagar,2022,3,76,17,59,8,43.6,Operational,4.24,34.7,66.2
C0000304,RG0007,Gandhinagar,2022,4,85,19,66,9,45.9,Operational,4.22,34.1,67.0
C0000305,RG0007,Gandhinagar,2023,1,99,23,76,10,52.6,Operational,4.47,28.9,72.5
C0000306,RG0007,Gandhinagar,2023,2,109,25,84,11,49.5,Operational,4.48,29.9,71.3
C0000307,RG0007,Gandhinagar,2023,3,119,27,92,12,46.4,Operational,4.47,31.1,69.9
C0000308,RG0007,Gandhinagar,2023,4,131,30,101,14,48.8,Operational,4.46,30.3,70.8
C0000309,RG0007,Gandhinagar,2024,1,149,36,113,16,50.4,Operational,4.68,27.2,74.0
C0000310,RG0007,Gandhinagar,2024,2,161,39,122,18,52.5,Operational,4.67,26.6,74.8
C0000311,RG0007,Gandhinagar,2024,3,174,42,132,19,53.3,Operational,4.69,26.1,75.3
C0000312,RG0007,Gandhinagar,2024,4,189,45,144,20,53.2,Operational,4.67,26.3,75.0
C0000313,RG0007,Gandhinagar,2025,1,214,54,160,24,56.7,Operational,4.9,22.5,79.1
C0000314,RG0007,Gandhinagar,2025,2,230,58,172,26,53.1,Operational,4.9,23.7,77.6
C0000315,RG0007,Gandhinagar,2025,3,248,62,186,28,55.2,Operational,4.91,22.9,78.5
C0000316,RG0007,Gandhinagar,2025,4,270,68,202,31,51.1,Operational,4.9,24.4,76.7
C0000317,RG0007,Gandhinagar,2026,1,304,79,225,36,56.0,Operational,5.13,20.0,81.3
C0000318,RG0007,Gandhinagar,2026,2,325,84,241,38,59.3,Operational,5.13,18.9,82.7
C0000319,RG0007,Gandhinagar,2026,3,349,91,258,41,55.7,Operational,5.13,20.1,81.2
C0000320,RG0007,Gandhinagar,2026,4,378,98,280,44,53.0,Operational,5.12,21.2,80.0
C0000321,RG0007,Gandhinagar,2027,1,419,113,306,51,56.3,Operational,5.34,17.5,83.8
C0000322,RG0007,Gandhinagar,2027,2,447,121,326,54,57.9,Operational,5.35,16.8,84.6
C0000323,RG0007,Gandhinagar,2027,3,477,129,348,58,61.4,Operational,5.35,15.6,86.0
C0000324,RG0007,Gandhinagar,2027,4,510,138,372,62,62.0,Operational,5.34,15.5,86.2
C0000325,RG0007,Gandhinagar,2028,1,566,158,408,71,57.6,Operational,5.56,14.5,86.8
C0000326,RG0007,Gandhinagar,2028,2,605,169,436,76,59.3,Operational,5.57,13.8,87.6
C0000327,RG0007,Gandhinagar,2028,3,645,181,464,81,59.7,Operational,5.57,13.6,87.8
C0000328,RG0007,Gandhinagar,2028,4,693,194,499,87,64.1,Operational,5.57,12.1,89.6
C0000329,RG0007,Gandhinagar,2029,1,774,224,550,101,65.5,Operational,5.79,9.0,92.7
C0000330,RG0007,Gandhinagar,2029,2,829,240,589,108,60.6,Operational,5.79,10.7,90.6
C0000331,RG0007,Gandhinagar,2029,3,889,258,631,116,63.9,Operational,5.78,9.7,91.9
C0000332,RG0007,Gandhinagar,2029,4,960,278,682,125,66.3,Operational,5.79,8.8,93.0
C0000333,RG0007,Gandhinagar,2030,1,1061,318,743,143,63.1,Operational,6.01,7.3,94.1
C0000334,RG0007,Gandhinagar,2030,2,1128,338,790,152,64.4,Operational,6.01,6.9,94.6
C0000335,RG0007,Gandhinagar,2030,3,1198,359,839,162,69.1,Operational,6.01,5.2,96.6
C0000336,RG0007,Gandhinagar,2030,4,1283,385,898,173,69.8,Operational,6.01,5.0,96.9
C0000337,RG0008,Chandigarh,2019,1,3,0,3,0,37.5,Operational,4.02,41.2,59.4
C0000338,RG0008,Chandigarh,2019,2,5,1,4,0,38.1,Operational,3.28,48.7,52.3
C0000339,RG0008,Chandigarh,2019,3,8,1,7,0,37.4,Operational,3.33,48.4,52.5
C0000340,RG0008,Chandigarh,2019,4,12,2,10,1,32.0,Operational,3.46,49.0,51.5
C0000341,RG0008,Chandigarh,2020,1,16,2,14,1,37.2,Operational,3.6,45.4,55.4
C0000342,RG0008,Chandigarh,2020,2,19,3,16,1,34.2,Operational,3.52,47.3,53.3
C0000343,RG0008,Chandigarh,2020,3,23,3,20,1,37.2,Operational,3.56,45.8,55.0
C0000344,RG0008,Chandigarh,2020,4,28,4,24,2,40.4,Operational,3.59,44.4,56.6
C0000345,RG0008,Chandigarh,2021,1,34,5,29,2,39.5,Operational,3.84,41.9,59.0
C0000346,RG0008,Chandigarh,2021,2,38,6,32,3,37.4,Operational,3.8,43.0,57.7
C0000347,RG0008,Chandigarh,2021,3,42,7,35,3,41.2,Operational,3.76,42.1,58.9
C0000348,RG0008,Chandigarh,2021,4,48,8,40,4,35.3,Operational,3.8,43.7,56.8
C0000349,RG0008,Chandigarh,2022,1,56,10,46,4,45.5,Operational,4.02,37.6,63.6
C0000350,RG0008,Chandigarh,2022,2,61,10,51,4,40.3,Operational,3.99,39.8,61.1
C0000351,RG0008,Chandigarh,2022,3,67,11,56,5,39.0,Operational,4.0,40.1,60.6
C0000352,RG0008,Chandigarh,2022,4,74,13,61,6,44.8,Operational,4.01,38.0,63.2
C0000353,RG0008,Chandigarh,2023,1,85,15,70,7,41.3,Operational,4.22,36.7,64.0
C0000354,RG0008,Chandigarh,2023,2,93,17,76,8,41.0,Operational,4.25,36.5,64.2
C0000355,RG0008,Chandigarh,2023,3,100,18,82,8,42.2,Operational,4.22,36.4,64.4
C0000356,RG0008,Chandigarh,2023,4,110,20,90,9,46.9,Operational,4.25,34.5,66.7
C0000357,RG0008,Chandigarh,2024,1,125,24,101,11,44.3,Operational,4.47,32.8,68.1
C0000358,RG0008,Chandigarh,2024,2,135,26,109,12,49.3,Operational,4.45,31.3,70.0
C0000359,RG0008,Chandigarh,2024,3,146,28,118,13,44.2,Operational,4.45,33.1,67.8
C0000360,RG0008,Chandigarh,2024,4,159,30,129,14,45.0,Operational,4.46,32.7,68.2
C0000361,RG0008,Chandigarh,2025,1,180,36,144,16,51.6,Operational,4.68,27.8,73.5
C0000362,RG0008,Chandigarh,2025,2,193,39,154,18,47.8,Operational,4.69,29.0,72.0
C0000363,RG0008,Chandigarh,2025,3,207,41,166,18,52.1,Operational,4.68,27.6,73.7
C0000364,RG0008,Chandigarh,2025,4,223,45,178,20,46.0,Operational,4.67,29.9,71.0
C0000365,RG0008,Chandigarh,2026,1,250,53,197,24,53.3,Operational,4.9,24.6,76.6
C0000366,RG0008,Chandigarh,2026,2,265,56,209,25,47.1,Operational,4.89,26.9,73.9
C0000367,RG0008,Chandigarh,2026,3,283,59,224,27,49.9,Operational,4.9,25.8,75.2
C0000368,RG0008,Chandigarh,2026,4,304,64,240,29,53.5,Operational,4.89,24.7,76.6
C0000369,RG0008,Chandigarh,2027,1,340,75,265,34,57.2,Operational,5.12,20.7,80.7
C0000370,RG0008,Chandigarh,2027,2,363,80,283,36,55.9,Operational,5.12,21.2,80.2
C0000371,RG0008,Chandigarh,2027,3,388,85,303,38,51.3,Operational,5.12,22.8,78.2
C0000372,RG0008,Chandigarh,2027,4,417,92,325,41,52.2,Operational,5.12,22.5,78.6
C0000373,RG0008,Chandigarh,2028,1,465,107,358,48,55.8,Operational,5.33,18.8,82.5
C0000374,RG0008,Chandigarh,2028,2,495,114,381,51,55.1,Operational,5.33,19.0,82.2
C0000375,RG0008,Chandigarh,2028,3,529,122,407,55,53.4,Operational,5.33,19.6,81.5
C0000376,RG0008,Chandigarh,2028,4,568,131,437,59,57.4,Operational,5.33,18.2,83.2
C0000377,RG0008,Chandigarh,2029,1,629,151,478,68,60.1,Operational,5.55,14.7,86.7
C0000378,RG0008,Chandigarh,2029,2,666,160,506,72,61.0,Operational,5.55,14.4,87.1
C0000379,RG0008,Chandigarh,2029,3,708,170,538,76,61.4,Operational,5.56,14.1,87.4
C0000380,RG0008,Chandigarh,2029,4,755,181,574,81,59.0,Operational,5.55,15.1,86.3
C0000381,RG0008,Chandigarh,2030,1,833,208,625,94,57.5,Operational,5.78,12.9,88.2
C0000382,RG0008,Chandigarh,2030,2,885,221,664,99,64.0,Operational,5.78,10.7,90.9
C0000383,RG0008,Chandigarh,2030,3,943,236,707,106,59.6,Operational,5.77,12.3,89.0
C0000384,RG0008,Chandigarh,2030,4,1010,252,758,113,63.7,Operational,5.78,10.8,90.8
C0000385,RG0009,Shimla,2019,1,1,0,1,0,32.7,Operational,2.3,60.9,40.2
C0000386,RG0009,Shimla,2019,2,2,0,2,0,32.3,Operational,2.29,61.1,40.0
C0000387,RG0009,Shimla,2019,3,3,0,3,0,34.9,Operational,2.19,61.3,40.1
C0000388,RG0009,Shimla,2019,4,5,1,4,0,35.2,Operational,2.54,57.5,43.7
C0000389,RG0009,Shimla,2020,1,6,1,5,0,32.2,Operational,2.44,59.4,41.7
C0000390,RG0009,Shimla,2020,2,8,1,7,0,32.5,Operational,2.67,56.8,44.1
C0000391,RG0009,Shimla,2020,3,9,1,8,0,34.2,Operational,2.51,57.9,43.2
C0000392,RG0009,Shimla,2020,4,11,2,9,1,29.9,Operational,2.55,59.0,41.8
C0000393,RG0009,Shimla,2021,1,14,2,12,1,38.6,Operational,2.82,52.9,48.4
C0000394,RG0009,Shimla,2021,2,16,3,13,1,35.0,Operational,2.85,53.8,47.2
C0000395,RG0009,Shimla,2021,3,18,3,15,1,32.8,Operational,2.85,54.6,46.3
C0000396,RG0009,Shimla,2021,4,20,3,17,1,39.0,Operational,2.77,53.3,48.1
C0000397,RG0009,Shimla,2022,1,24,4,20,2,36.3,Operational,2.99,51.6,49.4
C0000398,RG0009,Shimla,2022,2,27,5,22,2,38.5,Operational,3.05,50.2,50.9
C0000399,RG0009,Shimla,2022,3,30,5,25,2,34.3,Operational,3.07,51.5,49.4
C0000400,RG0009,Shimla,2022,4,33,6,27,3,39.0,Operational,3.03,50.3,50.9
C0000401,RG0009,Shimla,2023,1,39,7,32,3,42.4,Operational,3.27,46.3,55.0
C0000402,RG0009,Shimla,2023,2,42,8,34,4,36.6,Operational,3.23,48.8,52.2
C0000403,RG0009,Shimla,2023,3,46,8,38,4,42.8,Operational,3.24,46.5,54.9
C0000404,RG0009,Shimla,2023,4,51,9,42,4,44.0,Operational,3.26,45.9,55.6
C0000405,RG0009,Shimla,2024,1,59,11,48,5,46.1,Operational,3.5,42.4,59.1
C0000406,RG0009,Shimla,2024,2,63,12,51,5,42.5,Operational,3.47,43.9,57.3
C0000407,RG0009,Shimla,2024,3,68,13,55,6,42.8,Operational,3.48,43.7,57.5
C0000408,RG0009,Shimla,2024,4,74,14,60,6,45.4,Operational,3.49,42.7,58.7
C0000409,RG0009,Shimla,2025,1,84,17,67,8,41.4,Operational,3.71,41.6,59.5
C0000410,RG0009,Shimla,2025,2,90,18,72,8,48.9,Operational,3.72,38.8,62.7
C0000411,RG0009,Shimla,2025,3,96,19,77,9,43.1,Operational,3.71,41.0,60.2
C0000412,RG0009,Shimla,2025,4,103,21,82,9,43.6,Operational,3.7,40.9,60.3
C0000413,RG0009,Shimla,2026,1,116,24,92,11,47.1,Operational,3.92,37.1,64.2
C0000414,RG0009,Shimla,2026,2,124,26,98,12,48.2,Operational,3.93,36.6,64.8
C0000415,RG0009,Shimla,2026,3,132,28,104,13,49.8,Operational,3.93,36.1,65.5
C0000416,RG0009,Shimla,2026,4,141,30,111,14,48.1,Operational,3.92,36.8,64.7
C0000417,RG0009,Shimla,2027,1,159,35,124,16,52.7,Operational,4.15,32.5,69.1
C0000418,RG0009,Shimla,2027,2,169,37,132,17,46.6,Operational,4.14,34.7,66.5
C0000419,RG0009,Shimla,2027,3,181,40,141,18,48.6,Operational,4.15,33.9,67.4
C0000420,RG0009,Shimla,2027,4,194,43,151,19,48.2,Operational,4.14,34.2,67.1
C0000421,RG0009,Shimla,2028,1,217,50,167,22,50.4,Operational,4.36,30.8,70.5
C0000422,RG0009,Shimla,2028,2,230,53,177,24,55.0,Operational,4.36,29.2,72.5
C0000423,RG0009,Shimla,2028,3,245,56,189,25,54.9,Operational,4.37,29.2,72.5
C0000424,RG0009,Shimla,2028,4,262,60,202,27,56.1,Operational,4.36,28.8,72.9
C0000425,RG0009,Shimla,2029,1,290,70,220,32,53.6,Operational,4.58,27.2,74.3
C0000426,RG0009,Shimla,2029,2,307,74,233,33,55.4,Operational,4.59,26.4,75.2
C0000427,RG0009,Shimla,2029,3,324,78,246,35,58.6,Operational,4.59,25.3,76.5
C0000428,RG0009,Shimla,2029,4,345,83,262,37,54.1,Operational,4.59,26.9,74.6
C0000429,RG0009,Shimla,2030,1,382,96,286,43,59.6,Operational,4.8,22.5,79.3
C0000430,RG0009,Shimla,2030,2,403,101,302,45,58.8,Operational,4.8,22.8,78.9
C0000431,RG0009,Shimla,2030,3,425,106,319,48,54.4,Operational,4.8,24.3,77.1
C0000432,RG0009,Shimla,2030,4,454,114,340,51,53.2,Operational,4.81,24.6,76.7
C0000433,RG0010,Ranchi,2019,1,1,0,1,0,29.7,Operational,1.83,66.9,34.3
C0000434,RG0010,Ranchi,2019,2,2,0,2,0,27.1,Operational,1.86,67.5,33.5
C0000435,RG0010,Ranchi,2019,3,4,1,3,0,32.4,Operational,2.42,59.8,41.3
C0000436,RG0010,Ranchi,2019,4,6,1,5,0,27.8,Operational,2.49,60.6,40.1
C0000437,RG0010,Ranchi,2020,1,8,1,7,0,30.1,Operational,2.66,57.8,43.0
C0000438,RG0010,Ranchi,2020,2,9,1,8,0,30.4,Operational,2.46,59.8,41.1
C0000439,RG0010,Ranchi,2020,3,11,2,9,1,32.6,Operational,2.5,58.6,42.4
C0000440,RG0010,Ranchi,2020,4,13,2,11,1,33.4,Operational,2.46,58.7,42.4
C0000441,RG0010,Ranchi,2021,1,17,3,14,1,32.0,Operational,2.81,55.3,45.5
C0000442,RG0010,Ranchi,2021,2,19,3,16,1,34.0,Operational,2.76,55.1,45.9
C0000443,RG0010,Ranchi,2021,3,21,3,18,1,32.2,Operational,2.7,56.4,44.5
C0000444,RG0010,Ranchi,2021,4,24,4,20,2,34.0,Operational,2.7,55.8,45.3
C0000445,RG0010,Ranchi,2022,1,29,5,24,2,39.2,Operational,2.93,51.3,50.0
C0000446,RG0010,Ranchi,2022,2,32,5,27,2,40.5,Operational,2.92,50.9,50.5
C0000447,RG0010,Ranchi,2022,3,36,6,30,3,34.7,Operational,2.99,52.2,48.7
C0000448,RG0010,Ranchi,2022,4,40,7,33,3,36.6,Operational,2.98,51.6,49.4
C0000449,RG0010,Ranchi,2023,1,46,8,38,4,36.5,Operational,3.15,49.7,51.3
C0000450,RG0010,Ranchi,2023,2,50,9,41,4,42.6,Operational,3.16,47.4,54.0
C0000451,RG0010,Ranchi,2023,3,55,10,45,4,39.5,Operational,3.21,48.0,53.2
C0000452,RG0010,Ranchi,2023,4,59,11,48,5,43.3,Operational,3.16,47.2,54.3
C0000453,RG0010,Ranchi,2024,1,68,13,55,6,40.1,Operational,3.37,45.8,55.3
C0000454,RG0010,Ranchi,2024,2,74,14,60,6,38.9,Operational,3.42,45.7,55.3
C0000455,RG0010,Ranchi,2024,3,79,15,64,7,43.7,Operational,3.38,44.5,56.9
C0000456,RG0010,Ranchi,2024,4,86,16,70,7,39.2,Operational,3.4,45.8,55.2
C0000457,RG0010,Ranchi,2025,1,97,19,78,9,46.9,Operational,3.61,40.7,60.8
C0000458,RG0010,Ranchi,2025,2,104,21,83,9,48.3,Operational,3.63,40.0,61.6
C0000459,RG0010,Ranchi,2025,3,110,22,88,10,41.8,Operational,3.61,42.5,58.7
C0000460,RG0010,Ranchi,2025,4,118,24,94,11,44.2,Operational,3.61,41.6,59.7
C0000461,RG0010,Ranchi,2026,1,133,28,105,13,50.2,Operational,3.83,37.0,64.6
C0000462,RG0010,Ranchi,2026,2,141,30,111,14,49.2,Operational,3.83,37.3,64.2
C0000463,RG0010,Ranchi,2026,3,150,32,118,14,50.0,Under Construction,3.84,36.9,64.7
C0000464,RG0010,Ranchi,2026,4,161,34,127,15,50.9,Under Construction,3.84,36.6,65.0
C0000465,RG0010,Ranchi,2027,1,181,40,141,18,50.6,Operational,4.07,34.1,67.5
C0000466,RG0010,Ranchi,2027,2,191,42,149,19,52.1,Operational,4.05,33.7,67.9
C0000467,RG0010,Ranchi,2027,3,203,45,158,20,45.5,Under Construction,4.05,36.1,65.1
C0000468,RG0010,Ranchi,2027,4,219,48,171,22,46.4,Under Construction,4.07,35.5,65.7
C0000469,RG0010,Ranchi,2028,1,243,56,187,25,52.7,Operational,4.28,30.9,70.7
C0000470,RG0010,Ranchi,2028,2,256,59,197,27,55.6,Operational,4.28,29.8,71.9
C0000471,RG0010,Ranchi,2028,3,270,62,208,28,55.1,Under Construction,4.28,30.0,71.7
C0000472,RG0010,Ranchi,2028,4,288,66,222,30,54.1,Under Construction,4.27,30.5,71.2
C0000473,RG0010,Ranchi,2029,1,319,77,242,35,55.8,Operational,4.5,27.2,74.4
C0000474,RG0010,Ranchi,2029,2,336,81,255,36,55.0,Operational,4.5,27.5,74.1
C0000475,RG0010,Ranchi,2029,3,354,85,269,38,57.8,Under Construction,4.5,26.5,75.3
C0000476,RG0010,Ranchi,2029,4,377,90,287,40,53.1,Under Construction,4.5,28.2,73.3
C0000477,RG0010,Ranchi,2030,1,419,105,314,47,55.9,Operational,4.72,24.6,76.9
C0000478,RG0010,Ranchi,2030,2,442,110,332,50,54.1,Operational,4.72,25.3,76.2
C0000479,RG0010,Ranchi,2030,3,469,117,352,53,52.5,Under Construction,4.72,25.8,75.5
C0000480,RG0010,Ranchi,2030,4,499,125,374,56,58.4,Under Construction,4.71,23.9,77.9
C0000481,RG0011,Bengaluru,2019,1,3,1,2,0,42.0,Operational,3.73,41.4,59.7
C0000482,RG0011,Bengaluru,2019,2,6,1,5,0,43.0,Operational,3.73,41.0,60.1
C0000483,RG0011,Bengaluru,2019,3,9,2,7,1,38.8,Operational,3.63,43.6,57.3
C0000484,RG0011,Bengaluru,2019,4,13,2,11,1,38.9,Operational,3.69,42.9,58.0
C0000485,RG0011,Bengaluru,2020,1,18,4,14,2,40.2,Operational,4.02,38.7,62.1
C0000486,RG0011,Bengaluru,2020,2,22,4,18,2,42.1,Operational,4.0,38.3,62.7
C0000487,RG0011,Bengaluru,2020,3,26,5,21,2,40.0,Operational,3.92,39.8,61.0
C0000488,RG0011,Bengaluru,2020,4,31,6,25,3,46.5,Operational,3.93,37.5,63.8
C0000489,RG0011,Bengaluru,2021,1,38,8,30,4,46.1,Operational,4.15,35.0,66.1
C0000490,RG0011,Bengaluru,2021,2,43,9,34,4,49.6,Operational,4.13,34.0,67.4
C0000491,RG0011,Bengaluru,2021,3,49,10,39,4,47.7,Operational,4.18,34.2,67.1
C0000492,RG0011,Bengaluru,2021,4,56,12,44,5,47.6,Operational,4.18,34.2,67.0
C0000493,RG0011,Bengaluru,2022,1,66,15,51,7,47.2,Operational,4.38,32.0,69.1
C0000494,RG0011,Bengaluru,2022,2,73,16,57,7,46.9,Operational,4.34,32.5,68.6
C0000495,RG0011,Bengaluru,2022,3,82,18,64,8,50.6,Operational,4.38,30.8,70.6
C0000496,RG0011,Bengaluru,2022,4,92,20,72,9,49.0,Operational,4.38,31.4,69.9
C0000497,RG0011,Bengaluru,2023,1,106,24,82,11,48.6,Operational,4.58,29.2,72.0
C0000498,RG0011,Bengaluru,2023,2,116,27,89,12,49.6,Operational,4.59,28.7,72.5
C0000499,RG0011,Bengaluru,2023,3,127,29,98,13,50.4,Operational,4.58,28.5,72.7
C0000500,RG0011,Bengaluru,2023,4,141,32,109,14,53.2,Operational,4.59,27.4,74.0
C0000501,RG0011,Bengaluru,2024,1,159,38,121,17,50.3,Operational,4.81,25.9,75.2
C0000502,RG0011,Bengaluru,2024,2,171,41,130,18,51.6,Operational,4.79,25.6,75.6
C0000503,RG0011,Bengaluru,2024,3,185,44,141,20,56.7,Operational,4.79,23.9,77.7
C0000504,RG0011,Bengaluru,2024,4,201,48,153,22,56.4,Operational,4.79,24.0,77.6
C0000505,RG0011,Bengaluru,2025,1,228,57,171,26,53.1,Operational,5.03,22.3,78.9
C0000506,RG0011,Bengaluru,2025,2,245,61,184,27,56.0,Operational,5.03,21.3,80.1
C0000507,RG0011,Bengaluru,2025,3,263,66,197,30,55.2,Operational,5.02,21.7,79.6
C0000508,RG0011,Bengaluru,2025,4,286,72,214,32,53.0,Operational,5.03,22.4,78.8
C0000509,RG0011,Bengaluru,2026,1,320,83,237,37,60.8,Operational,5.24,17.2,84.4
C0000510,RG0011,Bengaluru,2026,2,341,89,252,40,60.7,Operational,5.24,17.2,84.4
C0000511,RG0011,Bengaluru,2026,3,365,95,270,43,61.1,Operational,5.24,17.1,84.6
C0000512,RG0011,Bengaluru,2026,4,394,102,292,46,61.0,Operational,5.24,17.1,84.5
C0000513,RG0011,Bengaluru,2027,1,441,119,322,54,58.1,Operational,5.47,15.5,85.9
C0000514,RG0011,Bengaluru,2027,2,469,127,342,57,58.0,Operational,5.46,15.6,85.7
C0000515,RG0011,Bengaluru,2027,3,503,136,367,61,60.2,Operational,5.46,14.8,86.6
C0000516,RG0011,Bengaluru,2027,4,543,147,396,66,57.1,Operational,5.46,15.9,85.3
C0000517,RG0011,Bengaluru,2028,1,604,169,435,76,59.3,Operational,5.69,12.5,88.8
C0000518,RG0011,Bengaluru,2028,2,640,179,461,81,62.2,Operational,5.68,11.6,89.9
C0000519,RG0011,Bengaluru,2028,3,680,190,490,86,62.5,Operational,5.68,11.5,90.0
C0000520,RG0011,Bengaluru,2028,4,732,205,527,92,65.4,Operational,5.69,10.4,91.4
C0000521,RG0011,Bengaluru,2029,1,811,235,576,106,67.9,Operational,5.9,7.0,94.8
C0000522,RG0011,Bengaluru,2029,2,864,251,613,113,66.9,Operational,5.9,7.4,94.3
C0000523,RG0011,Bengaluru,2029,3,920,267,653,120,66.3,Operational,5.9,7.6,94.1
C0000524,RG0011,Bengaluru,2029,4,988,287,701,129,65.0,Operational,5.9,8.0,93.5
C0000525,RG0011,Bengaluru,2030,1,1097,329,768,148,65.2,Operational,6.12,5.4,96.1
C0000526,RG0011,Bengaluru,2030,2,1174,352,822,158,69.1,Operational,6.12,4.1,97.7
C0000527,RG0011,Bengaluru,2030,3,1259,378,881,170,64.3,Operational,6.12,5.7,95.7
C0000528,RG0011,Bengaluru,2030,4,1361,408,953,184,64.7,Operational,6.12,5.6,95.9
C0000529,RG0012,Thiruvananthapuram,2019,1,3,0,3,0,31.2,Operational,3.53,48.5,51.9
C0000530,RG0012,Thiruvananthapuram,2019,2,6,1,5,0,38.5,Operational,3.61,45.1,55.8
C0000531,RG0012,Thiruvananthapuram,2019,3,9,1,8,0,38.9,Operational,3.49,46.2,54.7
C0000532,RG0012,Thiruvananthapuram,2019,4,12,2,10,1,33.6,Operational,3.3,50.1,50.6
C0000533,RG0012,Thiruvananthapuram,2020,1,17,3,14,1,37.4,Operational,3.69,44.4,56.4
C0000534,RG0012,Thiruvananthapuram,2020,2,21,3,18,1,34.8,Operational,3.72,45.0,55.6
C0000535,RG0012,Thiruvananthapuram,2020,3,25,4,21,2,38.1,Operational,3.67,44.4,56.5
C0000536,RG0012,Thiruvananthapuram,2020,4,30,5,25,2,35.8,Operational,3.66,45.3,55.4
C0000537,RG0012,Thiruvananthapuram,2021,1,37,6,31,3,41.5,Operational,3.89,40.6,60.3
C0000538,RG0012,Thiruvananthapuram,2021,2,42,7,35,3,38.2,Operational,3.89,41.8,58.9
C0000539,RG0012,Thiruvananthapuram,2021,3,47,8,39,4,40.7,Operational,3.86,41.2,59.7
C0000540,RG0012,Thiruvananthapuram,2021,4,54,9,45,4,42.4,Operational,3.88,40.4,60.6
C0000541,RG0012,Thiruvananthapuram,2022,1,63,11,52,5,45.5,Operational,4.08,37.0,64.2
C0000542,RG0012,Thiruvananthapuram,2022,2,69,12,57,5,39.9,Operational,4.05,39.3,61.5
C0000543,RG0012,Thiruvananthapuram,2022,3,76,13,63,6,42.0,Operational,4.07,38.3,62.6
C0000544,RG0012,Thiruvananthapuram,2022,4,84,14,70,6,40.6,Operational,4.07,38.8,62.0
C0000545,RG0012,Thiruvananthapuram,2023,1,97,17,80,8,45.7,Operational,4.28,34.6,66.5
C0000546,RG0012,Thiruvananthapuram,2023,2,106,19,87,9,47.9,Operational,4.28,33.8,67.4
C0000547,RG0012,Thiruvananthapuram,2023,3,116,21,95,9,43.0,Operational,4.3,35.3,65.6
C0000548,RG0012,Thiruvananthapuram,2023,4,128,23,105,10,45.1,Operational,4.3,34.6,66.4
C0000549,RG0012,Thiruvananthapuram,2024,1,145,28,117,13,48.1,Operational,4.52,31.0,70.2
C0000550,RG0012,Thiruvananthapuram,2024,2,156,30,126,14,45.0,Operational,4.52,32.0,68.8
C0000551,RG0012,Thiruvananthapuram,2024,3,168,32,136,14,42.7,Operational,4.52,32.8,67.9
C0000552,RG0012,Thiruvananthapuram,2024,4,182,35,147,16,43.3,Operational,4.51,32.7,68.0
C0000553,RG0012,Thiruvananthapuram,2025,1,206,41,165,18,51.4,Operational,4.74,27.2,74.0
C0000554,RG0012,Thiruvananthapuram,2025,2,221,44,177,20,50.5,Operational,4.72,27.8,73.4
C0000555,RG0012,Thiruvananthapuram,2025,3,238,48,190,22,48.4,Operational,4.73,28.4,72.6
C0000556,RG0012,Thiruvananthapuram,2025,4,257,51,206,23,52.3,Operational,4.73,27.0,74.3
C0000557,RG0012,Thiruvananthapuram,2026,1,288,60,228,27,51.3,Operational,4.95,24.8,76.3
C0000558,RG0012,Thiruvananthapuram,2026,2,306,64,242,29,50.2,Operational,4.95,25.2,75.8
C0000559,RG0012,Thiruvananthapuram,2026,3,326,68,258,31,48.8,Operational,4.95,25.7,75.2
C0000560,RG0012,Thiruvananthapuram,2026,4,352,74,278,33,51.4,Operational,4.96,24.7,76.4
C0000561,RG0012,Thiruvananthapuram,2027,1,393,86,307,39,56.4,Operational,5.17,20.5,80.9
C0000562,RG0012,Thiruvananthapuram,2027,2,419,92,327,41,55.3,Operational,5.17,20.9,80.4
