sales_id,region_id,year,quarter,ev_sales,ev_registrations,total_vehicle_registrations,ev_penetration_pct,yoy_growth_pct,cagr_3yr,ev_market_maturity,ev_growth_segment,ev_adoption_stage
S0000280,RG0006,2028,4,5930,88899,1208819,7.35,35.14,21.69,Scaling,High,Growth
S0000281,RG0006,2029,1,5244,94143,1212527,7.76,16.2,24.51,Scaling,Moderate,Accelerated
S0000282,RG0006,2029,2,5615,99758,1271742,7.84,30.7,22.37,Scaling,High,Accelerated
S0000283,RG0006,2029,3,6124,105882,1336185,7.92,31.33,22.69,Scaling,High,Accelerated
S0000284,RG0006,2029,4,7360,113242,1414782,8.0,24.11,23.86,Mature,Moderate,Accelerated
S0000285,RG0006,2030,1,6901,120143,1427860,8.41,31.6,26.82,Mature,High,Accelerated
S0000286,RG0006,2030,2,7055,127198,1497469,8.49,25.65,25.18,Mature,High,Accelerated
S0000287,RG0006,2030,3,7672,134870,1572975,8.57,25.28,28.59,Mature,High,Accelerated
S0000288,RG0006,2030,4,9221,144091,1664983,8.65,25.29,28.09,Mature,High,Accelerated
S0000289,RG0007,2019,1,712,712,50354,1.41,0.0,0.0,Early,Low,Early Adoption
S0000290,RG0007,2019,2,793,1505,100736,1.49,0.0,0.0,Early,Low,Early Adoption
S0000291,RG0007,2019,3,870,2375,150889,1.57,0.0,0.0,Emerging,Low,Early Adoption
S0000292,RG0007,2019,4,1008,3383,204534,1.65,0.0,0.0,Emerging,Low,Early Adoption
S0000293,RG0007,2020,1,858,4241,205475,2.06,20.51,0.0,Emerging,Moderate,Early Adoption
S0000294,RG0007,2020,2,876,5117,238666,2.14,10.47,0.0,Emerging,Moderate,Early Adoption
S0000295,RG0007,2020,3,1014,6131,275674,2.22,16.55,0.0,Emerging,Moderate,Early Adoption
S0000296,RG0007,2020,4,1224,7355,319227,2.3,21.43,0.0,Emerging,Moderate,Early Adoption
S0000297,RG0007,2021,1,1157,8512,313633,2.71,34.85,0.0,Emerging,High,Early Adoption
S0000298,RG0007,2021,2,1294,9806,350966,2.79,47.72,0.0,Emerging,Hyper,Early Adoption
S0000299,RG0007,2021,3,1408,11214,390188,2.87,38.86,0.0,Emerging,High,Early Adoption
S0000300,RG0007,2021,4,1589,12803,433412,2.95,29.82,0.0,Emerging,High,Early Adoption
S0000301,RG0007,2022,1,1633,14436,429132,3.36,41.14,31.88,Emerging,High,Early Adoption
S0000302,RG0007,2022,2,1745,16181,469832,3.44,34.85,30.07,Emerging,High,Early Adoption
S0000303,RG0007,2022,3,1751,17932,508854,3.52,24.36,26.26,Emerging,Moderate,Growth
S0000304,RG0007,2022,4,2198,20130,558546,3.6,38.33,29.67,Emerging,High,Growth
S0000305,RG0007,2023,1,2017,22147,551744,4.01,23.52,32.97,Scaling,Moderate,Growth
S0000306,RG0007,2023,2,2177,24324,594138,4.09,24.76,35.45,Scaling,Moderate,Growth
S0000307,RG0007,2023,3,2279,26603,637350,4.17,30.15,30.99,Scaling,High,Growth
S0000308,RG0007,2023,4,2783,29386,690785,4.25,26.62,31.5,Scaling,High,Growth
S0000309,RG0007,2024,1,2442,31828,682419,4.66,21.07,28.27,Scaling,Moderate,Growth
S0000310,RG0007,2024,2,2619,34447,726117,4.74,20.3,26.49,Scaling,Moderate,Growth
S0000311,RG0007,2024,3,2663,37110,769279,4.82,16.85,23.67,Scaling,Moderate,Growth
S0000312,RG0007,2024,4,3325,40435,824531,4.9,19.48,27.91,Scaling,Moderate,Growth
S0000313,RG0007,2025,1,3279,43714,822619,5.31,34.28,26.16,Scaling,High,Growth
S0000314,RG0007,2025,2,3260,46974,870857,5.39,24.47,23.16,Scaling,Moderate,Growth
S0000315,RG0007,2025,3,3533,50507,922671,5.47,32.67,26.36,Scaling,High,Growth
S0000316,RG0007,2025,4,4551,55058,991322,5.55,36.87,27.46,Scaling,High,Growth
S0000317,RG0007,2026,1,4200,59258,993595,5.96,28.09,27.7,Scaling,High,Growth
S0000318,RG0007,2026,2,4084,63342,1048015,6.04,25.28,23.33,Scaling,High,Growth
S0000319,RG0007,2026,3,4688,68030,1110875,6.12,32.69,27.18,Scaling,High,Growth
S0000320,RG0007,2026,4,5762,73792,1189426,6.2,26.61,27.45,Scaling,High,Growth
S0000321,RG0007,2027,1,4675,78467,1186377,6.61,11.31,24.17,Scaling,Moderate,Growth
S0000322,RG0007,2027,2,5135,83602,1248909,6.69,25.73,25.16,Scaling,High,Growth
S0000323,RG0007,2027,3,5575,89177,1316460,6.77,18.92,27.93,Scaling,Moderate,Growth
S0000324,RG0007,2027,4,6245,95422,1392209,6.85,8.38,23.38,Scaling,Low,Growth
S0000325,RG0007,2028,1,6342,101764,1400936,7.26,35.66,24.59,Scaling,High,Growth
S0000326,RG0007,2028,2,6864,108628,1479139,7.34,33.67,28.17,Scaling,High,Growth
S0000327,RG0007,2028,3,7257,115885,1560951,7.42,30.17,27.12,Scaling,High,Growth
S0000328,RG0007,2028,4,8628,124513,1659288,7.5,38.16,23.77,Scaling,High,Accelerated
S0000329,RG0007,2029,1,9205,133718,1689639,7.91,45.14,29.89,Scaling,Hyper,Accelerated
S0000330,RG0007,2029,2,9511,143229,1791706,7.99,38.56,32.55,Scaling,High,Accelerated
S0000331,RG0007,2029,3,10475,153704,1903691,8.07,44.34,30.73,Mature,High,Accelerated
S0000332,RG0007,2029,4,12197,165901,2034597,8.15,41.37,28.4,Mature,High,Accelerated
S0000333,RG0007,2030,1,10685,176586,2061957,8.56,16.08,31.72,Mature,Moderate,Accelerated
S0000334,RG0007,2030,2,11205,187791,2172501,8.64,17.81,29.71,Mature,Moderate,Accelerated
S0000335,RG0007,2030,3,11615,199406,2285718,8.72,10.88,27.72,Mature,Moderate,Accelerated
S0000336,RG0007,2030,4,14138,213544,2425534,8.8,15.91,31.31,Mature,Moderate,Accelerated
S0000337,RG0008,2019,1,747,747,55498,1.35,0.0,0.0,Early,Low,Early Adoption
S0000338,RG0008,2019,2,778,1525,106942,1.43,0.0,0.0,Early,Low,Early Adoption
S0000339,RG0008,2019,3,878,2403,159562,1.51,0.0,0.0,Emerging,Low,Early Adoption
S0000340,RG0008,2019,4,1066,3469,218726,1.59,0.0,0.0,Emerging,Low,Early Adoption
S0000341,RG0008,2020,1,974,4443,222595,2.0,30.39,0.0,Emerging,High,Early Adoption
S0000342,RG0008,2020,2,957,5400,260116,2.08,23.01,0.0,Emerging,Moderate,Early Adoption
S0000343,RG0008,2020,3,1057,6457,299490,2.16,20.39,0.0,Emerging,Moderate,Early Adoption
S0000344,RG0008,2020,4,1341,7798,348748,2.24,25.8,0.0,Emerging,High,Early Adoption
S0000345,RG0008,2021,1,1065,8863,334958,2.65,9.34,0.0,Emerging,Low,Early Adoption
S0000346,RG0008,2021,2,1140,10003,366948,2.73,19.12,0.0,Emerging,Moderate,Early Adoption
S0000347,RG0008,2021,3,1162,11165,397897,2.81,9.93,0.0,Emerging,Low,Early Adoption
S0000348,RG0008,2021,4,1463,12628,437561,2.89,9.1,0.0,Emerging,Low,Early Adoption
S0000349,RG0008,2022,1,1319,13947,423149,3.3,23.85,20.87,Emerging,Moderate,Early Adoption
S0000350,RG0008,2022,2,1342,15289,452873,3.38,17.72,19.93,Emerging,Moderate,Early Adoption
S0000351,RG0008,2022,3,1479,16768,485185,3.46,27.28,18.98,Emerging,High,Early Adoption
S0000352,RG0008,2022,4,1701,18469,522313,3.54,16.27,16.86,Emerging,Moderate,Growth
S0000353,RG0008,2023,1,1663,20132,510188,3.95,26.08,19.52,Emerging,High,Growth
S0000354,RG0008,2023,2,1737,21869,543194,4.03,29.43,21.98,Scaling,High,Growth
S0000355,RG0008,2023,3,1817,23686,576863,4.11,22.85,19.79,Scaling,Moderate,Growth
S0000356,RG0008,2023,4,2189,25875,618132,4.19,28.69,17.74,Scaling,High,Growth
S0000357,RG0008,2024,1,2119,27994,609095,4.6,27.42,25.77,Scaling,High,Growth
S0000358,RG0008,2024,2,2364,30358,649230,4.68,36.1,27.52,Scaling,High,Growth
S0000359,RG0008,2024,3,2432,32790,689445,4.76,33.85,27.91,Scaling,High,Growth
S0000360,RG0008,2024,4,2890,35680,737800,4.84,32.02,25.47,Scaling,High,Growth
S0000361,RG0008,2025,1,2781,38461,733149,5.25,31.24,28.23,Scaling,High,Growth
S0000362,RG0008,2025,2,2729,41190,773376,5.33,15.44,26.69,Scaling,Moderate,Growth
S0000363,RG0008,2025,3,3042,44232,818202,5.41,25.08,27.17,Scaling,High,Growth
S0000364,RG0008,2025,4,3530,47762,870616,5.49,22.15,27.55,Scaling,Moderate,Growth
S0000365,RG0008,2026,1,3242,51004,865061,5.9,16.58,24.92,Scaling,Moderate,Growth
S0000366,RG0008,2026,2,3144,54148,906091,5.98,15.21,21.87,Scaling,Moderate,Growth
S0000367,RG0008,2026,3,3612,57760,953765,6.06,18.74,25.74,Scaling,Moderate,Growth
S0000368,RG0008,2026,4,4345,62105,1012141,6.14,23.09,25.67,Scaling,Moderate,Growth
S0000369,RG0008,2027,1,4329,66434,1014879,6.55,33.53,26.89,Scaling,High,Growth
S0000370,RG0008,2027,2,4458,70892,1069906,6.63,41.79,23.55,Scaling,High,Growth
S0000371,RG0008,2027,3,4904,75796,1130271,6.71,35.77,26.34,Scaling,High,Growth
S0000372,RG0008,2027,4,5662,81458,1200383,6.79,30.31,25.13,Scaling,High,Growth
S0000373,RG0008,2028,1,5722,87180,1211506,7.2,32.18,27.19,Scaling,High,Growth
S0000374,RG0008,2028,2,5703,92883,1276567,7.28,27.93,27.85,Scaling,High,Growth
S0000375,RG0008,2028,3,6288,99171,1348165,7.36,28.22,27.38,Scaling,High,Growth
S0000376,RG0008,2028,4,7370,106541,1432773,7.44,30.17,27.81,Scaling,High,Growth
S0000377,RG0008,2029,1,6720,113261,1443551,7.85,17.44,27.5,Scaling,Moderate,Accelerated
S0000378,RG0008,2029,2,6674,119935,1513184,7.93,17.03,28.52,Scaling,Moderate,Accelerated
S0000379,RG0008,2029,3,7491,127426,1591631,8.01,19.13,27.53,Mature,Moderate,Accelerated
S0000380,RG0008,2029,4,8517,135943,1681214,8.09,15.56,25.15,Mature,Moderate,Accelerated
S0000381,RG0008,2030,1,8272,144215,1697446,8.5,23.1,24.09,Mature,Moderate,Accelerated
S0000382,RG0008,2030,2,8982,153197,1786346,8.58,34.58,26.3,Mature,High,Accelerated
S0000383,RG0008,2030,3,10153,163350,1887130,8.66,35.54,27.45,Mature,High,Accelerated
S0000384,RG0008,2030,4,11506,174856,2001557,8.74,35.09,26.66,Mature,High,Accelerated
S0000385,RG0009,2019,1,435,435,48444,0.9,0.0,0.0,Early,Low,Pilot
S0000386,RG0009,2019,2,440,875,89473,0.98,0.0,0.0,Early,Low,Pilot
S0000387,RG0009,2019,3,493,1368,129307,1.06,0.0,0.0,Early,Low,Early Adoption
S0000388,RG0009,2019,4,597,1965,172679,1.14,0.0,0.0,Early,Low,Early Adoption
S0000389,RG0009,2020,1,493,2458,158791,1.55,13.33,0.0,Emerging,Moderate,Early Adoption
S0000390,RG0009,2020,2,534,2992,183789,1.63,21.36,0.0,Emerging,Moderate,Early Adoption
S0000391,RG0009,2020,3,595,3587,210018,1.71,20.69,0.0,Emerging,Moderate,Early Adoption
S0000392,RG0009,2020,4,723,4310,241058,1.79,21.11,0.0,Emerging,Moderate,Early Adoption
S0000393,RG0009,2021,1,652,4962,225756,2.2,32.25,0.0,Emerging,High,Early Adoption
S0000394,RG0009,2021,2,653,5615,246494,2.28,22.28,0.0,Emerging,Moderate,Early Adoption
S0000395,RG0009,2021,3,707,6322,268114,2.36,18.82,0.0,Emerging,Moderate,Early Adoption
S0000396,RG0009,2021,4,902,7224,296315,2.44,24.76,0.0,Emerging,Moderate,Early Adoption
S0000397,RG0009,2022,1,809,8033,282063,2.85,24.08,22.98,Emerging,Moderate,Early Adoption
S0000398,RG0009,2022,2,832,8865,302772,2.93,27.41,23.66,Emerging,High,Early Adoption
S0000399,RG0009,2022,3,901,9766,324673,3.01,27.44,22.26,Emerging,High,Early Adoption
S0000400,RG0009,2022,4,1112,10878,352273,3.09,23.28,23.04,Emerging,Moderate,Early Adoption
S0000401,RG0009,2023,1,1050,11928,341000,3.5,29.79,28.66,Emerging,High,Early Adoption
S0000402,RG0009,2023,2,1065,12993,363141,3.58,28.0,25.87,Emerging,High,Growth
S0000403,RG0009,2023,3,1216,14209,388442,3.66,34.96,26.9,Emerging,High,Growth
S0000404,RG0009,2023,4,1438,15647,418598,3.74,29.32,25.76,Emerging,High,Growth
S0000405,RG0009,2024,1,1221,16868,406659,4.15,16.29,23.26,Scaling,Moderate,Growth
S0000406,RG0009,2024,2,1285,18153,429357,4.23,20.66,25.31,Scaling,Moderate,Growth
S0000407,RG0009,2024,3,1385,19538,453534,4.31,13.9,25.12,Scaling,Moderate,Growth
S0000408,RG0009,2024,4,1664,21202,483187,4.39,15.72,22.64,Scaling,Moderate,Growth
S0000409,RG0009,2025,1,1423,22625,471556,4.8,16.54,20.71,Scaling,Moderate,Growth
S0000410,RG0009,2025,2,1545,24170,495495,4.88,20.23,22.91,Scaling,Moderate,Growth
S0000411,RG0009,2025,3,1697,25867,521728,4.96,22.53,23.5,Scaling,Moderate,Growth
S0000412,RG0009,2025,4,1950,27817,552149,5.04,17.19,20.59,Scaling,Moderate,Growth
S0000413,RG0009,2026,1,1777,29594,543214,5.45,24.88,19.17,Scaling,Moderate,Growth
S0000414,RG0009,2026,2,1955,31549,570718,5.53,26.54,22.44,Scaling,High,Growth
S0000415,RG0009,2026,3,2027,33576,598721,5.61,19.45,18.57,Scaling,Moderate,Growth
S0000416,RG0009,2026,4,2432,36008,633058,5.69,24.72,19.14,Scaling,Moderate,Growth
S0000417,RG0009,2027,1,2313,38321,628424,6.1,30.16,23.73,Scaling,High,Growth
S0000418,RG0009,2027,2,2528,40849,661206,6.18,29.31,25.3,Scaling,High,Growth
S0000419,RG0009,2027,3,2777,43626,697129,6.26,37.0,26.1,Scaling,High,Growth
S0000420,RG0009,2027,4,3184,46810,738567,6.34,30.92,24.15,Scaling,High,Growth
S0000421,RG0009,2028,1,2927,49737,737068,6.75,26.55,27.18,Scaling,High,Growth
S0000422,RG0009,2028,2,3045,52782,773029,6.83,20.45,25.38,Scaling,Moderate,Growth
S0000423,RG0009,2028,3,3281,56063,811572,6.91,18.15,24.58,Scaling,Moderate,Growth
S0000424,RG0009,2028,4,4056,60119,860324,6.99,27.39,27.65,Scaling,High,Growth
S0000425,RG0009,2029,1,3219,63338,856156,7.4,9.98,21.9,Scaling,Low,Growth
S0000426,RG0009,2029,2,3602,66940,895165,7.48,18.29,22.59,Scaling,Moderate,Growth
S0000427,RG0009,2029,3,3673,70613,934288,7.56,11.95,21.91,Scaling,Moderate,Accelerated
S0000428,RG0009,2029,4,4593,75206,984636,7.64,13.24,23.61,Scaling,Moderate,Accelerated
S0000429,RG0009,2030,1,4357,79563,988612,8.05,35.35,23.5,Mature,High,Accelerated
S0000430,RG0009,2030,2,4347,83910,1032364,8.13,20.68,19.8,Mature,Moderate,Accelerated
S0000431,RG0009,2030,3,4588,88498,1078199,8.21,24.91,18.22,Mature,Moderate,Accelerated
S0000432,RG0009,2030,4,5871,94369,1138629,8.29,27.82,22.63,Mature,High,Accelerated
S0000433,RG0010,2019,1,546,546,62582,0.87,0.0,0.0,Early,Low,Pilot
S0000434,RG0010,2019,2,530,1076,112972,0.95,0.0,0.0,Early,Low,Pilot
S0000435,RG0010,2019,3,580,1656,160395,1.03,0.0,0.0,Early,Low,Early Adoption
S0000436,RG0010,2019,4,753,2409,216549,1.11,0.0,0.0,Early,Low,Early Adoption
S0000437,RG0010,2020,1,599,3008,197576,1.52,9.71,0.0,Emerging,Low,Early Adoption
S0000438,RG0010,2020,2,652,3660,228400,1.6,23.02,0.0,Emerging,Moderate,Early Adoption
S0000439,RG0010,2020,3,744,4404,261761,1.68,28.28,0.0,Emerging,High,Early Adoption
S0000440,RG0010,2020,4,881,5285,299867,1.76,17.0,0.0,Emerging,Moderate,Early Adoption
S0000441,RG0010,2021,1,756,6041,278073,2.17,26.21,0.0,Emerging,High,Early Adoption
S0000442,RG0010,2021,2,843,6884,305623,2.25,29.29,0.0,Emerging,High,Early Adoption
S0000443,RG0010,2021,3,890,7774,333298,2.33,19.62,0.0,Emerging,Moderate,Early Adoption
S0000444,RG0010,2021,4,1110,8884,368256,2.41,25.99,0.0,Emerging,High,Early Adoption
S0000445,RG0010,2022,1,1018,9902,350830,2.82,34.66,23.08,Emerging,High,Early Adoption
S0000446,RG0010,2022,2,1054,10956,377474,2.9,25.03,25.75,Emerging,High,Early Adoption
S0000447,RG0010,2022,3,1100,12056,404231,2.98,23.6,23.78,Emerging,Moderate,Early Adoption
S0000448,RG0010,2022,4,1352,13408,437819,3.06,21.8,21.54,Emerging,Moderate,Early Adoption
S0000449,RG0010,2023,1,1190,14598,420395,3.47,16.9,25.71,Emerging,Moderate,Early Adoption
S0000450,RG0010,2023,2,1208,15806,444932,3.55,14.61,22.82,Emerging,Moderate,Growth
S0000451,RG0010,2023,3,1342,17148,472078,3.63,22.0,21.73,Emerging,Moderate,Growth
S0000452,RG0010,2023,4,1550,18698,503657,3.71,14.64,20.72,Emerging,Moderate,Growth
S0000453,RG0010,2024,1,1452,20150,488787,4.12,22.02,24.3,Scaling,Moderate,Growth
S0000454,RG0010,2024,2,1491,21641,514962,4.2,23.43,20.93,Scaling,Moderate,Growth
S0000455,RG0010,2024,3,1743,23384,546043,4.28,29.88,25.11,Scaling,High,Growth
S0000456,RG0010,2024,4,1927,25311,580201,4.36,24.32,20.19,Scaling,Moderate,Growth
S0000457,RG0010,2025,1,1579,26890,563442,4.77,8.75,15.76,Scaling,Low,Growth
S0000458,RG0010,2025,2,1741,28631,590032,4.85,16.77,18.21,Scaling,Moderate,Growth
S0000459,RG0010,2025,3,1836,30467,617685,4.93,5.34,18.62,Scaling,Low,Growth
S0000460,RG0010,2025,4,2178,32645,651278,5.01,13.03,17.23,Scaling,Moderate,Growth
S0000461,RG0010,2026,1,2096,34741,640688,5.42,32.74,20.77,Scaling,High,Growth
S0000462,RG0010,2026,2,2030,36771,668266,5.5,16.6,18.89,Scaling,Moderate,Growth
S0000463,RG0010,2026,3,2312,39083,700105,5.58,25.93,19.88,Scaling,High,Growth
S0000464,RG0010,2026,4,2883,41966,741128,5.66,32.37,22.98,Scaling,High,Growth
S0000465,RG0010,2027,1,2534,44500,732818,6.07,20.9,20.4,Scaling,Moderate,Growth
S0000466,RG0010,2027,2,2675,47175,766768,6.15,31.77,21.51,Scaling,High,Growth
S0000467,RG0010,2027,3,2957,50132,804371,6.23,27.9,19.27,Scaling,High,Growth
S0000468,RG0010,2027,4,3705,53837,852870,6.31,28.51,24.35,Scaling,High,Growth
S0000469,RG0010,2028,1,2972,56809,845064,6.72,17.28,23.47,Scaling,Moderate,Growth
S0000470,RG0010,2028,2,3016,59825,879463,6.8,12.75,20.1,Scaling,Moderate,Growth
S0000471,RG0010,2028,3,3300,63125,917188,6.88,11.6,21.59,Scaling,Moderate,Growth
S0000472,RG0010,2028,4,4253,67378,967734,6.96,14.79,24.99,Scaling,Moderate,Growth
S0000473,RG0010,2029,1,3464,70842,960902,7.37,16.55,18.23,Scaling,Moderate,Growth
S0000474,RG0010,2029,2,3743,74585,1000812,7.45,24.1,22.62,Scaling,Moderate,Growth
S0000475,RG0010,2029,3,4131,78716,1045025,7.53,25.18,21.35,Scaling,High,Accelerated
S0000476,RG0010,2029,4,5050,83766,1100382,7.61,18.74,20.54,Scaling,Moderate,Accelerated
S0000477,RG0010,2030,1,4978,88744,1106196,8.02,43.71,25.24,Mature,High,Accelerated
S0000478,RG0010,2030,2,4992,93736,1156885,8.1,33.37,23.12,Mature,High,Accelerated
S0000479,RG0010,2030,3,5689,99425,1215101,8.18,37.71,24.37,Mature,High,Accelerated
S0000480,RG0010,2030,4,6414,105839,1280964,8.26,27.01,20.07,Mature,High,Accelerated
S0000481,RG0011,2019,1,804,804,55525,1.45,0.0,0.0,Early,Low,Early Adoption
S0000482,RG0011,2019,2,806,1610,105366,1.53,0.0,0.0,Emerging,Low,Early Adoption
S0000483,RG0011,2019,3,869,2479,154167,1.61,0.0,0.0,Emerging,Low,Early Adoption
S0000484,RG0011,2019,4,1043,3522,208649,1.69,0.0,0.0,Emerging,Low,Early Adoption
S0000485,RG0011,2020,1,959,4481,213584,2.1,19.28,0.0,Emerging,Moderate,Early Adoption
S0000486,RG0011,2020,2,1015,5496,252342,2.18,25.93,0.0,Emerging,High,Early Adoption
S0000487,RG0011,2020,3,1145,6641,294110,2.26,31.76,0.0,Emerging,High,Early Adoption
S0000488,RG0011,2020,4,1255,7896,337725,2.34,20.33,0.0,Emerging,Moderate,Early Adoption
S0000489,RG0011,2021,1,1263,9159,333297,2.75,31.7,0.0,Emerging,High,Early Adoption
S0000490,RG0011,2021,2,1241,10400,367751,2.83,22.27,0.0,Emerging,Moderate,Early Adoption
S0000491,RG0011,2021,3,1336,11736,403576,2.91,16.68,0.0,Emerging,Moderate,Early Adoption
S0000492,RG0011,2021,4,1673,13409,448762,2.99,33.31,0.0,Emerging,High,Early Adoption
S0000493,RG0011,2022,1,1646,15055,443055,3.4,30.32,26.98,Emerging,High,Early Adoption
S0000494,RG0011,2022,2,1769,16824,483726,3.48,42.55,29.96,Emerging,High,Early Adoption
S0000495,RG0011,2022,3,1909,18733,526504,3.56,42.89,30.0,Emerging,High,Growth
S0000496,RG0011,2022,4,2288,21021,577817,3.64,36.76,29.93,Emerging,High,Growth
S0000497,RG0011,2023,1,2120,23141,571665,4.05,28.8,30.27,Scaling,High,Growth
S0000498,RG0011,2023,2,2135,25276,612306,4.13,20.69,28.13,Scaling,Moderate,Growth
S0000499,RG0011,2023,3,2447,27723,658817,4.21,28.18,28.81,Scaling,High,Growth
S0000500,RG0011,2023,4,2981,30704,716045,4.29,30.29,33.43,Scaling,High,Growth
S0000501,RG0011,2024,1,2373,33077,704066,4.7,11.93,23.4,Scaling,Moderate,Growth
S0000502,RG0011,2024,2,2613,35690,746965,4.78,22.39,28.17,Scaling,Moderate,Growth
S0000503,RG0011,2024,3,2910,38600,794566,4.86,18.92,29.63,Scaling,Moderate,Growth
S0000504,RG0011,2024,4,3342,41942,849372,4.94,12.11,25.94,Scaling,Moderate,Growth
S0000505,RG0011,2025,1,3385,45327,847550,5.35,42.65,27.17,Scaling,High,Growth
S0000506,RG0011,2025,2,3375,48702,897237,5.43,29.16,24.03,Scaling,High,Growth
S0000507,RG0011,2025,3,3660,52362,950654,5.51,25.77,24.23,Scaling,High,Growth
S0000508,RG0011,2025,4,4526,56888,1018039,5.59,35.43,25.53,Scaling,High,Growth
S0000509,RG0011,2026,1,4144,61032,1017539,6.0,22.42,25.03,Scaling,Moderate,Growth
S0000510,RG0011,2026,2,4104,65136,1071668,6.08,21.6,24.34,Scaling,Moderate,Growth
S0000511,RG0011,2026,3,4567,69703,1131910,6.16,24.78,23.12,Scaling,Moderate,Growth
S0000512,RG0011,2026,4,5480,75183,1205242,6.24,21.08,22.5,Scaling,Moderate,Growth
S0000513,RG0011,2027,1,5494,80677,1213553,6.65,32.58,32.29,Scaling,High,Growth
S0000514,RG0011,2027,2,5229,85906,1276843,6.73,27.41,26.02,Scaling,High,Growth
S0000515,RG0011,2027,3,6243,92149,1353540,6.81,36.7,28.97,Scaling,High,Growth
S0000516,RG0011,2027,4,7315,99464,1444019,6.89,33.49,29.84,Scaling,High,Growth
S0000517,RG0011,2028,1,6749,106213,1455371,7.3,22.84,25.86,Scaling,Moderate,Growth
S0000518,RG0011,2028,2,6509,112722,1527812,7.38,24.48,24.47,Scaling,Moderate,Growth
S0000519,RG0011,2028,3,7020,119742,1605551,7.46,12.45,24.25,Scaling,Moderate,Growth
S0000520,RG0011,2028,4,9013,128755,1708079,7.54,23.21,25.81,Scaling,Moderate,Accelerated
S0000521,RG0011,2029,1,8634,137389,1728598,7.95,27.93,27.72,Scaling,High,Accelerated
S0000522,RG0011,2029,2,9066,146455,1824302,8.03,39.28,30.24,Mature,High,Accelerated
S0000523,RG0011,2029,3,9445,155900,1922792,8.11,34.54,27.41,Mature,High,Accelerated
S0000524,RG0011,2029,4,11582,167482,2045457,8.19,28.5,28.33,Mature,High,Accelerated
S0000525,RG0011,2030,1,11761,179243,2084706,8.6,36.22,28.88,Mature,High,Accelerated
S0000526,RG0011,2030,2,12595,191838,2210625,8.68,38.93,34.05,Mature,High,Accelerated
S0000527,RG0011,2030,3,13839,205677,2348447,8.76,46.52,30.39,Mature,Hyper,Accelerated
S0000528,RG0011,2030,4,16583,222260,2514822,8.84,43.18,31.37,Mature,High,Accelerated
S0000529,RG0012,2019,1,849,849,62289,1.36,0.0,0.0,Early,Low,Early Adoption
S0000530,RG0012,2019,2,813,1662,115177,1.44,0.0,0.0,Early,Low,Early Adoption
S0000531,RG0012,2019,3,919,2581,169468,1.52,0.0,0.0,Emerging,Low,Early Adoption
S0000532,RG0012,2019,4,1059,3640,227074,1.6,0.0,0.0,Emerging,Low,Early Adoption
S0000533,RG0012,2020,1,963,4603,228664,2.01,13.43,0.0,Emerging,Moderate,Early Adoption
S0000534,RG0012,2020,2,1046,5649,269900,2.09,28.66,0.0,Emerging,High,Early Adoption
S0000535,RG0012,2020,3,1166,6815,313622,2.17,26.88,0.0,Emerging,High,Early Adoption
S0000536,RG0012,2020,4,1389,8204,364137,2.25,31.16,0.0,Emerging,High,Early Adoption
S0000537,RG0012,2021,1,1306,9510,357116,2.66,35.62,0.0,Emerging,High,Early Adoption
S0000538,RG0012,2021,2,1275,10785,393183,2.74,21.89,0.0,Emerging,Moderate,Early Adoption
S0000539,RG0012,2021,3,1381,12166,430960,2.82,18.44,0.0,Emerging,Moderate,Early Adoption
S0000540,RG0012,2021,4,1737,13903,478918,2.9,25.05,0.0,Emerging,High,Early Adoption
S0000541,RG0012,2022,1,1540,15443,466133,3.31,17.92,21.96,Emerging,Moderate,Early Adoption
S0000542,RG0012,2022,2,1591,17034,502034,3.39,24.78,25.08,Emerging,Moderate,Early Adoption
S0000543,RG0012,2022,3,1643,18677,537777,3.47,18.97,21.37,Emerging,Moderate,Early Adoption
S0000544,RG0012,2022,4,1948,20625,580495,3.55,12.15,22.53,Emerging,Moderate,Growth
S0000545,RG0012,2023,1,2037,22662,571840,3.96,32.27,28.37,Emerging,High,Growth
S0000546,RG0012,2023,2,2107,24769,612639,4.04,32.43,26.29,Scaling,High,Growth
S0000547,RG0012,2023,3,2221,26990,654620,4.12,35.18,23.96,Scaling,High,Growth
S0000548,RG0012,2023,4,2782,29772,708351,4.2,42.81,26.05,Scaling,High,Growth
S0000549,RG0012,2024,1,2282,32054,694862,4.61,12.03,20.45,Scaling,Moderate,Growth
