demo_id,region_id,year,population,urban_population_pct,population_density,median_age,literacy_rate,working_age_population_pct
D001605,RG0134,2027,1094287,76.4,3366,29.8,89.8,65.9
D001606,RG0134,2028,1101609,77.1,3464,29.7,89.9,65.6
D001607,RG0134,2029,1125951,77.3,3497,30.2,90.2,65.6
D001608,RG0134,2030,1150842,77.0,3596,30.1,90.3,65.7
D001609,RG0135,2019,3287780,69.8,3052,28.6,88.2,66.4
D001610,RG0135,2020,3330623,70.4,3085,28.9,88.3,66.2
D001611,RG0135,2021,3374352,72.2,3292,28.5,88.4,65.9
D001612,RG0135,2022,3455921,71.7,3238,28.9,88.6,65.9
D001613,RG0135,2023,3544404,71.9,3191,28.8,88.7,66.1
D001614,RG0135,2024,3579672,74.1,3271,29.0,88.9,65.7
D001615,RG0135,2025,3688635,73.3,3383,29.2,89.0,65.9
D001616,RG0135,2026,3723689,75.0,3336,29.1,89.5,65.9
D001617,RG0135,2027,3803493,75.4,3438,29.0,89.7,65.8
D001618,RG0135,2028,3879943,75.7,3370,29.2,89.8,65.5
D001619,RG0135,2029,3936496,76.3,3446,29.3,89.7,65.7
D001620,RG0135,2030,4009371,77.8,3471,29.4,89.9,65.7
D001621,RG0136,2019,3345470,71.5,3050,28.9,88.5,65.1
D001622,RG0136,2020,3409563,71.9,3159,28.9,88.7,65.2
D001623,RG0136,2021,3471575,72.3,3231,29.0,88.4,65.2
D001624,RG0136,2022,3529551,72.2,3261,29.3,88.9,65.2
D001625,RG0136,2023,3583742,72.8,3374,29.1,88.8,64.9
D001626,RG0136,2024,3656152,73.3,3306,29.4,89.0,64.8
D001627,RG0136,2025,3741404,75.2,3360,29.3,89.2,64.7
D001628,RG0136,2026,3774807,74.8,3374,29.6,89.7,64.6
D001629,RG0136,2027,3840876,75.5,3486,29.2,89.8,64.7
D001630,RG0136,2028,3890563,77.6,3548,29.3,90.1,64.6
D001631,RG0136,2029,3995200,78.2,3462,29.6,90.2,64.4
D001632,RG0136,2030,4083539,79.0,3538,29.8,90.1,64.7
D001633,RG0137,2019,2551496,72.7,3200,28.5,89.0,66.2
D001634,RG0137,2020,2581120,73.8,3140,28.5,89.1,66.3
D001635,RG0137,2021,2639238,73.6,3205,28.7,89.7,66.2
D001636,RG0137,2022,2668851,75.4,3239,28.9,89.5,65.9
D001637,RG0137,2023,2715172,75.4,3235,28.9,89.9,65.9
D001638,RG0137,2024,2788684,77.0,3339,29.0,90.2,65.8
D001639,RG0137,2025,2817737,76.5,3349,29.0,90.2,65.8
D001640,RG0137,2026,2871156,77.4,3402,29.1,90.6,65.8
D001641,RG0137,2027,2923741,78.4,3442,29.0,90.7,65.8
D001642,RG0137,2028,2956620,80.1,3570,29.3,90.6,65.5
D001643,RG0137,2029,3019291,79.0,3554,29.3,90.9,65.5
D001644,RG0137,2030,3066947,80.7,3557,29.3,91.0,65.5
D001645,RG0138,2019,1152899,77.4,3039,29.5,90.4,65.7
D001646,RG0138,2020,1178847,77.1,3125,29.4,90.3,66.0
D001647,RG0138,2021,1204874,78.6,3286,29.6,90.4,65.7
D001648,RG0138,2022,1216719,78.2,3313,29.6,90.9,65.8
D001649,RG0138,2023,1247694,78.6,3262,29.6,91.0,65.5
D001650,RG0138,2024,1260093,81.3,3345,30.0,91.2,65.6
D001651,RG0138,2025,1297155,80.4,3363,29.9,91.1,65.6
D001652,RG0138,2026,1325928,81.9,3354,29.8,91.7,65.3
D001653,RG0138,2027,1339467,82.0,3493,29.9,91.6,65.3
D001654,RG0138,2028,1373397,83.5,3369,29.9,92.1,65.4
D001655,RG0138,2029,1386405,84.6,3574,30.4,91.9,65.2
D001656,RG0138,2030,1416751,83.9,3461,30.5,92.5,65.1
D001657,RG0139,2019,3335875,73.7,3160,28.6,89.1,65.6
D001658,RG0139,2020,3381551,74.7,3112,28.6,89.3,65.6
D001659,RG0139,2021,3423840,75.8,3258,28.9,89.6,65.3
D001660,RG0139,2022,3505395,76.5,3147,28.9,89.6,65.5
D001661,RG0139,2023,3563992,77.0,3188,28.9,89.9,65.4
D001662,RG0139,2024,3630724,76.0,3384,28.9,90.1,65.4
D001663,RG0139,2025,3671788,77.1,3286,28.9,90.2,65.4
D001664,RG0139,2026,3739564,79.1,3303,29.1,90.3,65.1
D001665,RG0139,2027,3778568,78.2,3497,28.9,90.4,65.0
D001666,RG0139,2028,3855053,79.2,3378,29.1,90.8,65.1
D001667,RG0139,2029,3942914,80.4,3507,29.2,91.1,65.0
D001668,RG0139,2030,4028916,81.0,3485,29.5,91.1,65.0
D001669,RG0140,2019,1727274,73.5,3101,28.3,89.6,65.6
D001670,RG0140,2020,1760243,75.5,3081,28.2,89.6,65.3
D001671,RG0140,2021,1793133,75.8,3151,28.4,90.1,65.5
D001672,RG0140,2022,1811452,76.3,3178,28.7,90.0,65.5
D001673,RG0140,2023,1835739,76.5,3353,28.8,90.4,65.4
D001674,RG0140,2024,1879353,78.7,3341,28.8,90.3,65.3
D001675,RG0140,2025,1922697,78.3,3303,28.5,90.7,65.0
D001676,RG0140,2026,1959788,79.5,3321,29.0,90.9,65.0
D001677,RG0140,2027,1967552,79.7,3486,28.8,91.1,65.1
D001678,RG0140,2028,2006756,81.3,3486,29.0,91.3,65.1
D001679,RG0140,2029,2045771,80.8,3603,29.2,91.5,64.9
D001680,RG0140,2030,2108351,80.7,3642,29.2,91.4,64.7
D001681,RG0141,2019,8479582,89.8,8345,27.4,97.3,68.3
D001682,RG0141,2020,8546908,91.4,8681,27.5,97.5,68.4
D001683,RG0141,2021,8806627,93.1,8822,27.3,97.8,68.3
D001684,RG0141,2022,8970972,92.2,8969,27.6,97.7,68.0
D001685,RG0141,2023,9138605,94.1,9202,27.7,98.1,68.0
D001686,RG0141,2024,9485182,93.3,8906,27.4,98.0,68.1
D001687,RG0141,2025,9712153,94.4,9426,27.4,98.4,67.8
D001688,RG0141,2026,9824087,96.6,9045,27.9,98.3,68.0
D001689,RG0141,2027,10201041,95.9,9570,27.7,98.6,67.7
D001690,RG0141,2028,10308286,97.1,9300,27.8,99.1,67.9
D001691,RG0141,2029,10523783,97.4,9761,27.7,99.3,67.5
D001692,RG0141,2030,10816418,99.0,9577,27.8,99.4,67.7
D001693,RG0142,2019,4057081,92.7,8710,28.0,97.8,68.8
D001694,RG0142,2020,4116448,92.0,8490,27.8,97.7,68.8
D001695,RG0142,2021,4236871,93.7,8522,28.1,98.0,68.4
D001696,RG0142,2022,4317753,95.0,8795,28.0,98.2,68.5
D001697,RG0142,2023,4445744,95.5,8921,28.4,98.3,68.5
D001698,RG0142,2024,4489517,95.0,9298,28.1,98.8,68.5
D001699,RG0142,2025,4652842,95.4,9289,28.3,98.6,68.4
D001700,RG0142,2026,4735843,96.4,9104,28.3,99.0,68.2
D001701,RG0142,2027,4822012,98.2,9370,28.6,99.4,68.3
D001702,RG0142,2028,4932561,98.8,9541,28.8,99.4,68.0
D001703,RG0142,2029,5076177,99.0,9817,28.8,99.6,68.1
D001704,RG0142,2030,5151866,99.0,9460,28.6,99.5,68.1
D001705,RG0143,2019,8027512,87.1,8596,27.6,96.2,69.4
D001706,RG0143,2020,8186550,87.6,8754,27.7,96.5,69.4
D001707,RG0143,2021,8367867,88.7,8787,27.7,96.6,69.4
D001708,RG0143,2022,8629119,89.9,8958,28.2,96.7,69.4
D001709,RG0143,2023,8805990,89.6,8935,28.0,97.0,69.4
D001710,RG0143,2024,8944485,90.4,9303,28.2,97.1,69.1
D001711,RG0143,2025,9197696,91.9,9305,28.0,97.1,69.2
D001712,RG0143,2026,9486754,91.7,9520,28.5,97.7,69.1
D001713,RG0143,2027,9600404,92.1,9253,28.1,97.4,69.1
D001714,RG0143,2028,9885025,93.8,9381,28.7,97.8,69.0
D001715,RG0143,2029,10156944,94.8,9664,28.7,98.1,68.9
D001716,RG0143,2030,10385099,95.2,9723,28.6,98.1,68.9
D001717,RG0144,2019,2436755,90.2,8315,27.4,97.3,69.4
D001718,RG0144,2020,2500612,92.1,8658,27.6,97.4,69.2
D001719,RG0144,2021,2586375,91.2,8741,27.3,97.5,69.2
D001720,RG0144,2022,2639780,91.5,8676,27.3,98.0,69.1
D001721,RG0144,2023,2696592,93.7,8989,27.6,98.1,68.8
D001722,RG0144,2024,2744304,92.9,8884,27.5,98.1,69.0
D001723,RG0144,2025,2792429,94.3,8953,27.9,98.0,68.7
D001724,RG0144,2026,2903201,95.8,9344,27.8,98.6,68.9
D001725,RG0144,2027,2938530,96.7,9255,27.9,98.7,68.9
D001726,RG0144,2028,3012890,97.2,9239,27.9,98.9,68.9
D001727,RG0144,2029,3099914,98.0,9797,28.1,98.9,68.5
D001728,RG0144,2030,3148504,97.0,9432,28.0,99.3,68.4
D001729,RG0145,2019,3928674,87.7,8638,28.6,96.1,68.4
D001730,RG0145,2020,4062693,88.4,8693,28.6,96.3,68.3
D001731,RG0145,2021,4130098,88.4,8553,28.4,96.6,68.2
D001732,RG0145,2022,4235922,89.3,8885,28.5,96.7,68.1
D001733,RG0145,2023,4347252,90.2,8750,28.7,96.8,68.2
D001734,RG0145,2024,4406294,91.8,9223,29.0,97.2,68.0
D001735,RG0145,2025,4535117,91.4,9247,28.8,97.2,67.8
D001736,RG0145,2026,4589029,92.7,9169,28.9,97.7,67.7
D001737,RG0145,2027,4743267,92.5,9427,28.7,97.6,67.8
D001738,RG0145,2028,4835426,93.8,9494,29.1,98.0,67.6
D001739,RG0145,2029,4976397,94.0,9732,29.3,98.0,67.7
D001740,RG0145,2030,5050789,95.6,9711,29.3,98.2,67.7
D001741,RG0146,2019,1456306,78.7,3557,28.7,96.0,67.2
D001742,RG0146,2020,1477031,78.9,3556,29.0,95.7,67.2
D001743,RG0146,2021,1504376,78.6,3593,29.2,96.2,67.0
D001744,RG0146,2022,1561364,80.0,3649,29.0,96.1,67.1
D001745,RG0146,2023,1581749,80.9,3590,29.2,96.3,66.7
D001746,RG0146,2024,1602465,81.2,3652,29.4,96.6,67.0
D001747,RG0146,2025,1627735,81.4,3814,29.2,96.7,66.9
D001748,RG0146,2026,1674087,81.8,3776,29.5,96.9,66.8
D001749,RG0146,2027,1689064,83.5,3883,29.6,97.2,66.6
D001750,RG0146,2028,1727476,83.2,3816,29.3,97.4,66.7
D001751,RG0146,2029,1787602,84.8,3950,29.5,97.6,66.5
D001752,RG0146,2030,1810072,85.1,3870,29.6,98.0,66.5
D001753,RG0147,2019,982103,76.2,3424,28.7,94.8,67.1
D001754,RG0147,2020,1002754,77.0,3550,29.1,95.1,66.9
D001755,RG0147,2021,1015396,76.3,3569,29.0,95.5,67.0
D001756,RG0147,2022,1035863,77.2,3559,29.2,95.7,67.1
D001757,RG0147,2023,1051483,78.7,3699,29.0,95.9,67.0
D001758,RG0147,2024,1074758,79.1,3667,29.1,96.1,66.7
D001759,RG0147,2025,1103901,80.3,3686,29.3,96.1,66.9
D001760,RG0147,2026,1123856,80.4,3856,29.4,96.3,66.7
D001761,RG0147,2027,1136071,81.7,3891,29.3,96.2,66.7
D001762,RG0147,2028,1161806,81.4,3999,29.4,96.5,66.5
D001763,RG0147,2029,1186723,81.5,3964,29.3,97.0,66.6
D001764,RG0147,2030,1216268,83.5,4017,29.6,96.9,66.4
D001765,RG0148,2019,1578033,70.6,3528,28.9,93.7,68.2
D001766,RG0148,2020,1588084,72.9,3569,28.9,94.0,67.9
D001767,RG0148,2021,1645177,73.7,3670,29.2,94.0,67.9
D001768,RG0148,2022,1651782,73.6,3741,29.2,94.5,67.7
D001769,RG0148,2023,1698860,74.1,3644,29.0,94.2,67.6
D001770,RG0148,2024,1745035,74.9,3801,29.4,94.6,67.8
D001771,RG0148,2025,1773368,76.3,3845,29.4,94.8,67.5
D001772,RG0148,2026,1811934,76.4,3783,29.4,95.0,67.6
D001773,RG0148,2027,1824235,77.2,3818,29.3,95.0,67.6
D001774,RG0148,2028,1881599,77.3,3821,29.3,95.3,67.6
D001775,RG0148,2029,1891234,79.2,3941,29.6,95.6,67.4
D001776,RG0148,2030,1925340,80.1,4090,29.4,95.8,67.5
D001777,RG0149,2019,2746907,71.1,3469,28.5,93.6,67.8
D001778,RG0149,2020,2772979,72.1,3625,28.5,93.9,67.7
D001779,RG0149,2021,2842577,72.7,3536,28.5,93.9,67.6
D001780,RG0149,2022,2858975,73.7,3643,28.8,94.0,67.3
D001781,RG0149,2023,2945674,72.9,3593,28.8,94.5,67.3
D001782,RG0149,2024,3018390,75.0,3693,28.7,94.6,67.2
D001783,RG0149,2025,3030965,74.4,3701,28.6,94.9,67.4
D001784,RG0149,2026,3118029,75.6,3851,28.8,94.7,67.2
D001785,RG0149,2027,3177417,75.9,3934,28.8,95.3,67.3
D001786,RG0149,2028,3232386,77.8,3811,29.0,95.0,67.3
D001787,RG0149,2029,3306994,77.6,3830,28.8,95.5,67.3
D001788,RG0149,2030,3381557,79.1,3870,29.0,95.6,67.1
D001789,RG0150,2019,1457540,71.7,3516,29.1,93.9,68.7
D001790,RG0150,2020,1496178,72.9,3508,29.3,94.4,68.4
D001791,RG0150,2021,1517919,74.0,3679,29.2,94.7,68.6
D001792,RG0150,2022,1552462,74.0,3693,29.6,94.8,68.3
D001793,RG0150,2023,1583873,74.3,3655,29.4,94.9,68.3
D001794,RG0150,2024,1607903,76.5,3620,29.6,95.0,68.4
D001795,RG0150,2025,1660540,76.2,3655,29.5,95.0,68.3
D001796,RG0150,2026,1673615,76.6,3839,29.5,95.2,68.2
D001797,RG0150,2027,1715755,77.8,3917,30.0,95.4,68.3
D001798,RG0150,2028,1757724,77.8,3917,29.8,95.5,68.2
D001799,RG0150,2029,1762735,78.7,4035,30.1,95.8,68.0
D001800,RG0150,2030,1805222,80.3,4042,29.7,96.3,67.8
D001801,RG0151,2019,2552392,88.1,8687,28.6,96.6,69.3
D001802,RG0151,2020,2617481,89.7,8560,28.6,96.7,69.2
D001803,RG0151,2021,2673097,90.2,8710,28.8,97.1,69.1
D001804,RG0151,2022,2731635,90.9,8953,28.7,97.1,69.1
D001805,RG0151,2023,2803973,90.7,8806,28.7,97.5,68.9
D001806,RG0151,2024,2911648,92.8,9136,29.0,97.4,68.9
D001807,RG0151,2025,2961302,93.9,9100,28.9,97.7,68.8
D001808,RG0151,2026,3016612,94.3,9424,28.8,98.0,68.9
D001809,RG0151,2027,3065140,94.7,9249,29.0,98.3,68.7
D001810,RG0151,2028,3155203,95.9,9652,29.2,98.3,68.8
D001811,RG0151,2029,3258368,96.7,9733,29.2,98.4,68.8
D001812,RG0151,2030,3327090,95.5,9787,28.9,98.7,68.5
D001813,RG0152,2019,925323,74.0,3591,28.1,94.9,68.4
D001814,RG0152,2020,953452,74.9,3520,28.6,94.9,68.3
D001815,RG0152,2021,962317,77.1,3656,28.6,95.2,68.4
D001816,RG0152,2022,989094,77.2,3592,28.6,95.4,68.0
D001817,RG0152,2023,994687,77.1,3734,28.4,95.5,68.0
D001818,RG0152,2024,1028677,77.7,3790,28.5,95.7,68.0
D001819,RG0152,2025,1032180,79.4,3870,28.6,96.0,67.9
D001820,RG0152,2026,1051701,79.5,3714,28.6,96.1,67.8
D001821,RG0152,2027,1084370,81.2,3809,28.7,96.1,67.9
D001822,RG0152,2028,1109796,80.3,3813,28.9,96.6,67.8
D001823,RG0152,2029,1123740,82.5,4036,29.1,96.5,67.9
D001824,RG0152,2030,1139771,83.2,3911,29.0,96.9,67.6
D001825,RG0153,2019,2837271,74.9,3534,29.5,95.0,67.8
D001826,RG0153,2020,2915966,76.0,3546,29.7,95.2,67.4
D001827,RG0153,2021,2941190,76.2,3523,29.4,95.3,67.6
D001828,RG0153,2022,3002939,77.9,3536,29.7,95.6,67.3
D001829,RG0153,2023,3077200,77.9,3575,29.8,95.8,67.4
D001830,RG0153,2024,3142659,78.1,3789,29.8,95.6,67.4
D001831,RG0153,2025,3152327,80.2,3813,30.1,96.1,67.1
D001832,RG0153,2026,3266226,79.0,3779,30.0,96.2,67.2
D001833,RG0153,2027,3279320,81.6,3819,30.3,96.1,67.3
D001834,RG0153,2028,3344263,82.1,3918,30.4,96.8,66.9
D001835,RG0153,2029,3428591,81.4,3874,30.3,96.9,66.9
D001836,RG0153,2030,3506294,82.1,4095,30.4,96.8,67.1
D001837,RG0154,2019,3294257,72.9,3448,29.4,94.0,68.5
D001838,RG0154,2020,3343267,74.1,3488,29.7,94.6,68.3
D001839,RG0154,2021,3446409,73.5,3701,29.5,94.4,68.1
D001840,RG0154,2022,3465739,74.9,3586,29.5,94.8,68.2
D001841,RG0154,2023,3588027,75.5,3686,30.0,95.0,68.0
D001842,RG0154,2024,3616934,76.5,3625,29.8,94.9,67.9
D001843,RG0154,2025,3736848,76.2,3726,30.0,95.4,68.0
D001844,RG0154,2026,3749622,77.1,3703,30.0,95.6,67.9
D001845,RG0154,2027,3825878,77.9,3942,29.9,95.6,67.6
D001846,RG0154,2028,3906937,78.9,3966,30.1,96.0,67.7
D001847,RG0154,2029,4037317,79.9,4022,30.0,96.1,67.6
D001848,RG0154,2030,4084711,80.7,4016,30.3,96.1,67.6
D001849,RG0155,2019,3268939,76.8,3024,28.4,87.7,65.4
D001850,RG0155,2020,3329022,76.6,3011,28.2,87.9,65.3
D001851,RG0155,2021,3432879,77.3,3029,28.5,88.2,65.3
D001852,RG0155,2022,3462132,78.6,3013,28.4,88.4,64.9
D001853,RG0155,2023,3551538,78.3,3076,28.5,88.4,64.8
D001854,RG0155,2024,3575539,79.8,3044,28.7,88.7,64.9
D001855,RG0155,2025,3654396,79.9,3105,28.7,88.9,65.0
D001856,RG0155,2026,3680984,81.7,3249,28.9,89.0,64.6
D001857,RG0155,2027,3762423,81.8,3169,28.5,89.1,64.6
D001858,RG0155,2028,3866031,81.7,3376,28.8,89.3,64.7
D001859,RG0155,2029,3902601,83.9,3381,28.7,89.6,64.5
D001860,RG0155,2030,3933824,84.0,3449,29.2,89.8,64.5
D001861,RG0156,2019,3217676,72.1,2938,28.7,85.9,63.9
D001862,RG0156,2020,3249325,72.7,2971,28.7,86.3,63.6
D001863,RG0156,2021,3308844,72.3,3043,29.1,86.7,63.7
D001864,RG0156,2022,3367703,73.6,3138,28.9,86.9,63.8
D001865,RG0156,2023,3407459,74.6,3047,29.0,86.9,63.6
D001866,RG0156,2024,3493786,75.0,3119,29.3,86.9,63.8
D001867,RG0156,2025,3535132,75.9,3100,29.2,87.2,63.6
D001868,RG0156,2026,3579244,75.7,3163,29.5,87.3,63.4
D001869,RG0156,2027,3665033,77.2,3218,29.3,87.6,63.6
D001870,RG0156,2028,3728636,77.3,3356,29.4,87.9,63.5
D001871,RG0156,2029,3806455,78.3,3294,29.6,88.1,63.2
D001872,RG0156,2030,3857436,79.4,3407,29.8,88.3,63.3
D001873,RG0157,2019,1230816,77.5,2966,29.6,87.6,64.2
D001874,RG0157,2020,1247693,76.8,2948,29.4,88.1,64.5
D001875,RG0157,2021,1269853,78.0,3078,29.8,88.2,64.2
D001876,RG0157,2022,1305733,77.7,3082,29.5,88.3,64.1
D001877,RG0157,2023,1323226,80.2,3086,29.6,88.5,64.1
D001878,RG0157,2024,1337152,79.8,3211,29.9,88.7,64.0
D001879,RG0157,2025,1367634,79.6,3125,29.7,88.8,63.9
D001880,RG0157,2026,1380715,80.3,3239,30.0,89.3,64.2
D001881,RG0157,2027,1405161,81.1,3341,30.2,89.4,63.8
D001882,RG0157,2028,1429302,82.3,3247,30.3,89.5,64.0
D001883,RG0157,2029,1467754,82.5,3244,30.2,89.6,63.6
D001884,RG0157,2030,1494151,84.4,3324,30.5,89.6,63.8
D001885,RG0158,2019,2317900,92.5,6574,28.2,90.2,64.7
D001886,RG0158,2020,2366559,92.6,6853,28.2,90.2,64.7
D001887,RG0158,2021,2407162,92.7,7031,28.6,90.3,64.6
D001888,RG0158,2022,2478009,93.9,7025,28.7,90.7,64.5
D001889,RG0158,2023,2516752,94.4,6977,28.4,90.6,64.5
D001890,RG0158,2024,2582237,95.7,7301,28.7,90.7,64.3
D001891,RG0158,2025,2606999,96.6,7435,28.8,91.0,64.4
D001892,RG0158,2026,2664593,96.1,7182,28.9,91.1,64.4
D001893,RG0158,2027,2728220,96.4,7594,29.1,91.5,64.2
D001894,RG0158,2028,2765206,97.9,7537,28.9,91.7,64.2
D001895,RG0158,2029,2873372,99.0,7607,29.1,91.7,64.0
D001896,RG0158,2030,2902879,98.6,7744,29.1,92.0,64.2
D001897,RG0159,2019,1681075,73.1,2967,29.4,86.3,65.3
D001898,RG0159,2020,1719715,73.9,2926,29.5,86.7,64.9
D001899,RG0159,2021,1750565,74.5,2992,29.8,86.7,65.2
D001900,RG0159,2022,1769484,75.3,3117,30.0,86.9,64.8
D001901,RG0159,2023,1791074,75.1,3113,30.1,87.0,64.8
D001902,RG0159,2024,1835299,75.8,3201,30.2,87.5,65.0
D001903,RG0159,2025,1867854,76.1,3167,30.3,87.7,64.8
D001904,RG0159,2026,1880632,77.7,3225,30.1,87.7,64.5
D001905,RG0159,2027,1927760,77.7,3206,30.2,88.1,64.5
D001906,RG0159,2028,1945841,77.6,3326,30.1,88.1,64.4
D001907,RG0159,2029,1985683,78.2,3328,30.5,88.3,64.3
D001908,RG0159,2030,2013657,79.8,3379,30.2,88.4,64.5
D001909,RG0160,2019,2723028,72.2,2911,29.2,86.4,63.8
D001910,RG0160,2020,2762330,74.0,2897,29.0,86.8,63.8
D001911,RG0160,2021,2801052,75.3,3038,29.1,87.2,63.6
D001912,RG0160,2022,2891728,74.7,2984,29.3,87.1,63.7
D001913,RG0160,2023,2904230,75.5,3058,29.5,87.5,63.6
D001914,RG0160,2024,2964394,77.0,3060,29.1,87.4,63.5
D001915,RG0160,2025,3019244,78.0,3204,29.6,87.7,63.5
D001916,RG0160,2026,3069073,78.4,3103,29.7,87.8,63.4
D001917,RG0160,2027,3144217,77.5,3197,29.8,87.8,63.3
D001918,RG0160,2028,3189156,78.6,3185,29.4,88.2,63.5
D001919,RG0160,2029,3255054,80.2,3355,29.8,88.6,63.3
D001920,RG0160,2030,3276894,79.9,3378,29.8,88.4,63.3
D001921,RG0161,2019,6521095,90.3,6761,27.7,89.3,64.9
D001922,RG0161,2020,6622956,92.0,6906,27.9,89.1,64.6
D001923,RG0161,2021,6729971,92.4,6673,28.0,89.7,64.8
D001924,RG0161,2022,6898348,93.1,6943,27.9,89.7,64.6
D001925,RG0161,2023,7097173,93.5,6827,27.9,90.0,64.6
D001926,RG0161,2024,7128519,94.4,6985,27.9,89.8,64.3
D001927,RG0161,2025,7276096,95.1,7019,28.2,90.0,64.6
D001928,RG0161,2026,7496038,95.0,7145,28.4,90.3,64.5
D001929,RG0161,2027,7629288,96.1,7359,28.5,90.4,64.4
D001930,RG0161,2028,7809689,96.5,7218,28.6,90.8,64.3
D001931,RG0161,2029,8026018,97.8,7592,28.6,90.9,64.2
D001932,RG0161,2030,8062870,97.6,7476,28.6,91.2,64.1
D001933,RG0162,2019,2708005,72.5,2875,29.3,86.1,64.0
D001934,RG0162,2020,2797181,72.9,2859,29.3,86.4,64.0
D001935,RG0162,2021,2843413,74.6,3005,29.6,86.6,63.7
D001936,RG0162,2022,2893520,74.8,3018,29.5,86.3,63.8
D001937,RG0162,2023,2918623,76.0,3080,29.8,86.6,63.6
D001938,RG0162,2024,2953651,77.2,3170,29.6,86.8,63.5
D001939,RG0162,2025,3005112,76.4,3055,30.0,87.1,63.6
D001940,RG0162,2026,3060637,78.4,3149,29.7,87.1,63.4
D001941,RG0162,2027,3127400,77.7,3231,30.1,87.4,63.3
D001942,RG0162,2028,3182408,78.2,3267,29.8,87.4,63.5
D001943,RG0162,2029,3246645,79.4,3312,30.0,88.0,63.3
D001944,RG0162,2030,3240051,80.7,3261,30.1,88.0,63.3
D001945,RG0163,2019,2379207,77.0,2842,29.1,87.5,63.5
D001946,RG0163,2020,2400284,79.6,2895,29.2,87.8,63.5
D001947,RG0163,2021,2444914,79.1,2889,29.1,88.0,63.2
D001948,RG0163,2022,2495078,80.0,3010,29.2,88.3,63.5
D001949,RG0163,2023,2523100,80.7,3075,29.2,88.4,63.1
D001950,RG0163,2024,2554142,80.6,3014,29.6,88.4,63.4
D001951,RG0163,2025,2632680,81.4,3118,29.5,88.9,63.2
D001952,RG0163,2026,2667064,81.9,3083,29.4,88.8,62.9
D001953,RG0163,2027,2704716,84.0,3115,29.7,88.9,63.1
D001954,RG0163,2028,2748878,83.2,3246,29.6,89.1,63.1
D001955,RG0163,2029,2785959,84.4,3275,30.0,89.2,62.9
D001956,RG0163,2030,2853892,84.2,3389,30.1,89.4,62.8
D001957,RG0164,2019,1810655,72.3,2837,28.5,85.8,63.7
D001958,RG0164,2020,1830855,74.1,2896,28.8,86.0,63.6
D001959,RG0164,2021,1839976,74.5,2911,28.6,86.0,63.9
D001960,RG0164,2022,1893023,75.2,2920,29.0,86.3,63.8
D001961,RG0164,2023,1921437,75.2,3099,28.6,86.5,63.5
D001962,RG0164,2024,1967662,76.0,3046,29.1,86.8,63.5
D001963,RG0164,2025,1989669,77.0,3044,29.1,86.8,63.6
D001964,RG0164,2026,2025492,77.7,3172,28.9,87.2,63.2
D001965,RG0164,2027,2047601,77.2,3155,29.3,87.1,63.3
D001966,RG0164,2028,2077525,78.9,3195,29.4,87.5,63.2
D001967,RG0164,2029,2125661,79.1,3277,29.1,87.4,63.3
D001968,RG0164,2030,2133726,80.2,3284,29.4,87.6,63.3
D001969,RG0165,2019,2319769,71.0,2939,28.0,84.8,63.7
D001970,RG0165,2020,2356685,71.6,2901,28.3,85.2,63.8
D001971,RG0165,2021,2410953,71.4,3008,28.5,85.2,63.4
D001972,RG0165,2022,2455950,72.3,2927,28.4,85.4,63.4
D001973,RG0165,2023,2466981,72.6,3060,28.7,85.8,63.3
D001974,RG0165,2024,2555009,72.9,3148,28.4,85.7,63.5
D001975,RG0165,2025,2573101,74.9,3116,28.5,86.3,63.5
D001976,RG0165,2026,2607153,76.1,3068,28.5,86.2,63.3
D001977,RG0165,2027,2671201,76.7,3139,28.8,86.2,63.4
D001978,RG0165,2028,2681100,76.1,3239,28.8,86.9,63.0
D001979,RG0165,2029,2728400,77.6,3176,29.1,87.0,63.2
D001980,RG0165,2030,2812785,78.2,3344,28.9,86.8,62.9
D001981,RG0166,2019,2541671,74.3,2832,28.6,86.1,64.7
D001982,RG0166,2020,2577795,73.9,2956,28.9,86.2,64.7
D001983,RG0166,2021,2650682,74.6,3013,28.9,86.1,64.6
D001984,RG0166,2022,2693582,74.9,2923,28.8,86.3,64.8
D001985,RG0166,2023,2690095,76.0,2981,29.0,86.7,64.6
D001986,RG0166,2024,2754456,76.3,3081,29.1,86.6,64.6
D001987,RG0166,2025,2789237,78.0,3015,29.4,87.0,64.4
D001988,RG0166,2026,2849420,78.8,3187,29.4,87.3,64.5
D001989,RG0166,2027,2872993,79.3,3148,29.2,87.2,64.2
D001990,RG0166,2028,2924706,78.7,3178,29.5,87.6,64.4
D001991,RG0166,2029,3002326,80.3,3228,29.2,87.6,64.4
D001992,RG0166,2030,3031237,80.1,3189,29.3,87.8,64.2
D001993,RG0167,2019,5906195,87.3,7103,28.7,90.7,66.3
D001994,RG0167,2020,5935129,88.0,7362,28.7,90.9,66.0
D001995,RG0167,2021,6134203,87.3,7357,28.7,90.7,66.2
D001996,RG0167,2022,6208959,88.9,7505,28.8,90.9,66.1
D001997,RG0167,2023,6339278,89.9,7415,29.2,91.3,66.0
D001998,RG0167,2024,6496272,90.7,7642,29.0,91.4,65.8
D001999,RG0167,2025,6719391,90.9,7777,29.3,91.5,65.9
D002000,RG0167,2026,6865338,90.8,7855,29.2,92.0,65.7
D002001,RG0167,2027,6945784,92.2,8096,29.1,92.0,65.8
D002002,RG0167,2028,7127903,91.8,7999,29.3,92.3,65.8
