econ_id,region_id,year,gdp_per_capita,median_household_income,petrol_price,electricity_price,employment_rate,vehicle_ownership_rate,affordability_index,energy_cost_advantage
E000327,RG0028,2021,487259,742951,83.22,6.68,93.0,0.57,38.1,12.46
E000328,RG0028,2022,517639,794519,95.6,6.11,93.7,0.6,38.4,15.65
E000329,RG0028,2023,555710,895488,99.56,6.61,93.2,0.63,40.3,15.06
E000330,RG0028,2024,592895,921906,104.59,7.61,93.2,0.63,38.9,13.74
E000331,RG0028,2025,653709,1006964,106.1,7.97,94.0,0.64,38.5,13.31
E000332,RG0028,2026,685674,1102066,110.05,7.58,93.7,0.68,40.2,14.52
E000333,RG0028,2027,722319,1159019,112.59,7.41,94.3,0.68,40.1,15.19
E000334,RG0028,2028,792292,1258681,110.67,8.58,94.7,0.72,39.7,12.9
E000335,RG0028,2029,826905,1358486,111.98,8.51,94.7,0.71,41.1,13.16
E000336,RG0028,2030,903916,1469714,114.29,8.64,94.3,0.74,40.6,13.23
E000337,RG0029,2019,556491,857641,71.59,5.53,95.3,0.66,38.5,12.95
E000338,RG0029,2020,595605,919672,68.75,6.23,95.1,0.69,38.6,11.04
E000339,RG0029,2021,640646,998966,87.77,6.35,94.8,0.7,39.0,13.82
E000340,RG0029,2022,695459,1047566,100.77,5.86,95.2,0.72,37.7,17.2
E000341,RG0029,2023,721287,1115988,101.33,7.38,95.3,0.74,38.7,13.73
E000342,RG0029,2024,789864,1249444,101.96,6.92,95.4,0.76,39.5,14.73
E000343,RG0029,2025,824164,1321731,102.7,6.84,96.1,0.77,40.1,15.01
E000344,RG0029,2026,884363,1409313,108.82,7.89,95.7,0.8,39.8,13.79
E000345,RG0029,2027,963394,1546555,112.68,7.24,95.7,0.79,40.1,15.56
E000346,RG0029,2028,1039074,1723651,114.34,7.31,96.4,0.83,41.5,15.64
E000347,RG0029,2029,1119200,1769490,113.18,8.38,96.6,0.85,39.5,13.51
E000348,RG0029,2030,1186536,1924028,117.14,8.18,96.4,0.87,40.5,14.32
E000349,RG0030,2019,367252,574232,71.84,6.62,92.6,0.49,39.1,10.85
E000350,RG0030,2020,400732,584084,70.5,6.56,92.0,0.5,36.4,10.75
E000351,RG0030,2021,421695,628983,83.39,6.96,92.7,0.51,37.3,11.98
E000352,RG0030,2022,446382,703324,98.66,6.38,92.6,0.54,39.4,15.46
E000353,RG0030,2023,484030,727181,101.87,6.95,92.3,0.56,37.6,14.66
E000354,RG0030,2024,514933,796808,104.52,7.88,92.5,0.58,38.7,13.26
E000355,RG0030,2025,533167,854625,104.74,7.4,93.3,0.6,40.1,14.15
E000356,RG0030,2026,580683,935844,107.52,8.28,93.5,0.62,40.3,12.99
E000357,RG0030,2027,613292,1001569,108.42,8.15,93.2,0.62,40.8,13.3
E000358,RG0030,2028,664897,1049494,114.04,7.56,93.3,0.65,39.5,15.08
E000359,RG0030,2029,697179,1129469,113.1,8.29,93.5,0.65,40.5,13.64
E000360,RG0030,2030,736592,1198427,117.77,8.71,93.1,0.68,40.7,13.52
E000361,RG0031,2019,325659,483945,74.48,6.43,91.6,0.45,37.2,11.58
E000362,RG0031,2020,336143,521576,68.11,6.83,91.5,0.47,38.8,9.97
E000363,RG0031,2021,363412,538900,84.5,6.1,92.1,0.48,37.1,13.85
E000364,RG0031,2022,388598,589669,96.8,6.64,92.2,0.5,37.9,14.58
E000365,RG0031,2023,414182,614320,101.93,7.6,91.5,0.51,37.1,13.41
E000366,RG0031,2024,429291,665620,102.13,7.12,91.5,0.53,38.8,14.34
E000367,RG0031,2025,460792,722730,106.01,6.85,91.7,0.55,39.2,15.48
E000368,RG0031,2026,489813,791699,106.01,7.18,91.9,0.56,40.4,14.76
E000369,RG0031,2027,535886,816837,112.36,8.05,92.2,0.58,38.1,13.96
E000370,RG0031,2028,568503,882439,112.37,8.65,92.0,0.59,38.8,12.99
E000371,RG0031,2029,596059,963395,114.08,7.76,92.4,0.63,40.4,14.7
E000372,RG0031,2030,631929,1021685,116.02,8.54,92.8,0.63,40.4,13.59
E000373,RG0032,2019,490148,735988,73.63,6.12,93.6,0.59,37.5,12.03
E000374,RG0032,2020,515579,786369,68.58,6.05,94.0,0.62,38.1,11.34
E000375,RG0032,2021,562028,851589,82.91,6.18,94.5,0.64,37.9,13.42
E000376,RG0032,2022,608677,905963,95.58,6.32,94.3,0.65,37.2,15.12
E000377,RG0032,2023,632420,1019607,99.96,7.2,94.8,0.67,40.3,13.88
E000378,RG0032,2024,685989,1056208,104.51,7.24,94.2,0.69,38.5,14.44
E000379,RG0032,2025,750110,1168109,106.2,7.5,95.1,0.71,38.9,14.16
E000380,RG0032,2026,794317,1274109,109.91,6.96,94.5,0.73,40.1,15.79
E000381,RG0032,2027,847690,1356982,112.76,7.41,95.0,0.75,40.0,15.22
E000382,RG0032,2028,914993,1461687,110.32,7.35,94.9,0.77,39.9,15.01
E000383,RG0032,2029,965836,1578673,112.99,8.79,94.7,0.79,40.9,12.85
E000384,RG0032,2030,1045099,1648799,117.44,8.67,94.8,0.8,39.4,13.55
E000385,RG0033,2019,422308,643215,71.09,6.77,92.7,0.53,38.1,10.5
E000386,RG0033,2020,449906,686377,66.42,5.92,93.6,0.55,38.1,11.22
E000387,RG0033,2021,490909,767790,85.79,5.99,92.8,0.58,39.1,14.32
E000388,RG0033,2022,524928,830409,95.79,7.05,93.6,0.59,39.5,13.59
E000389,RG0033,2023,553326,890936,100.32,7.11,93.6,0.63,40.3,14.11
E000390,RG0033,2024,588735,920528,102.17,7.57,93.3,0.62,39.1,13.5
E000391,RG0033,2025,628824,997741,105.25,7.93,93.7,0.66,39.7,13.27
E000392,RG0033,2026,667586,1047196,108.87,8.1,93.6,0.66,39.2,13.44
E000393,RG0033,2027,726344,1186756,108.47,7.92,94.2,0.7,40.8,13.7
E000394,RG0033,2028,764445,1228175,110.71,7.81,94.4,0.69,40.2,14.18
E000395,RG0033,2029,816812,1349567,111.94,7.67,93.7,0.71,41.3,14.59
E000396,RG0033,2030,886531,1423925,118.25,8.23,94.8,0.74,40.2,14.37
E000397,RG0034,2019,329713,482766,74.36,5.92,91.2,0.44,36.6,12.56
E000398,RG0034,2020,345133,544091,68.56,5.91,91.9,0.48,39.4,11.6
E000399,RG0034,2021,376501,564237,87.61,6.36,91.4,0.5,37.5,13.78
E000400,RG0034,2022,403405,612293,97.62,7.18,92.2,0.51,37.9,13.6
E000401,RG0034,2023,428814,641903,98.22,6.71,91.8,0.5,37.4,14.64
E000402,RG0034,2024,441504,678133,100.7,7.24,92.2,0.53,38.4,13.91
E000403,RG0034,2025,479955,767974,105.04,7.3,92.2,0.56,40.0,14.39
E000404,RG0034,2026,511168,812737,106.5,7.47,92.4,0.58,39.7,14.26
E000405,RG0034,2027,542346,877101,110.98,7.39,92.2,0.58,40.4,15.02
E000406,RG0034,2028,573966,901111,114.3,7.75,92.2,0.61,39.2,14.75
E000407,RG0034,2029,626043,987501,115.83,7.97,93.2,0.62,39.4,14.53
E000408,RG0034,2030,650666,1055920,113.93,7.95,93.1,0.63,40.6,14.33
E000409,RG0035,2019,369424,541023,72.39,6.65,91.9,0.49,36.6,10.89
E000410,RG0035,2020,383539,577110,71.06,6.59,91.7,0.51,37.6,10.78
E000411,RG0035,2021,423361,635558,84.42,6.0,92.6,0.52,37.5,14.07
E000412,RG0035,2022,434524,677269,96.62,7.37,92.5,0.54,39.0,13.11
E000413,RG0035,2023,468954,739946,103.12,7.38,92.8,0.54,39.4,13.97
E000414,RG0035,2024,495172,785129,101.07,7.13,92.8,0.58,39.6,14.18
E000415,RG0035,2025,530624,835770,102.87,7.14,93.2,0.58,39.4,14.41
E000416,RG0035,2026,561885,919194,107.06,7.76,93.2,0.61,40.9,13.8
E000417,RG0035,2027,609411,953084,112.51,8.26,92.8,0.63,39.1,13.62
E000418,RG0035,2028,653413,1040573,114.2,7.81,92.8,0.65,39.8,14.62
E000419,RG0035,2029,679111,1092227,111.46,7.79,93.5,0.67,40.2,14.31
E000420,RG0035,2030,747864,1176059,117.08,8.54,93.4,0.67,39.3,13.71
E000421,RG0036,2019,416381,641899,72.95,6.15,92.4,0.52,38.5,11.86
E000422,RG0036,2020,438296,651633,70.0,6.58,93.1,0.53,37.2,10.64
E000423,RG0036,2021,470520,739230,84.91,7.08,92.8,0.56,39.3,11.99
E000424,RG0036,2022,507098,771395,95.74,6.12,92.7,0.59,38.0,15.64
E000425,RG0036,2023,544479,806425,99.52,6.44,93.8,0.59,37.0,15.45
E000426,RG0036,2024,581167,889670,105.35,6.9,93.1,0.6,38.3,15.27
E000427,RG0036,2025,604957,967961,107.48,6.87,94.0,0.63,40.0,15.64
E000428,RG0036,2026,638434,1034168,105.9,7.26,94.1,0.66,40.5,14.59
E000429,RG0036,2027,695943,1120021,109.16,8.26,93.6,0.67,40.2,13.22
E000430,RG0036,2028,753007,1158190,111.04,8.63,93.6,0.69,38.5,12.87
E000431,RG0036,2029,795867,1240381,112.75,7.83,93.8,0.71,39.0,14.4
E000432,RG0036,2030,842340,1356645,115.48,8.89,93.7,0.73,40.3,12.99
E000433,RG0037,2019,478839,737318,72.37,6.13,94.0,0.58,38.5,11.81
E000434,RG0037,2020,505178,786943,70.49,6.5,93.2,0.59,38.9,10.84
E000435,RG0037,2021,554880,867793,88.75,6.57,93.3,0.6,39.1,13.51
E000436,RG0037,2022,597949,934745,97.52,6.4,94.3,0.64,39.1,15.24
E000437,RG0037,2023,642436,998106,101.75,6.53,94.4,0.64,38.8,15.58
E000438,RG0037,2024,686810,1039609,102.11,7.87,93.9,0.68,37.8,12.97
E000439,RG0037,2025,719571,1168107,105.61,7.66,93.8,0.7,40.6,13.79
E000440,RG0037,2026,769994,1283759,108.46,7.28,94.7,0.69,41.7,14.9
E000441,RG0037,2027,825858,1328537,108.48,7.47,94.8,0.72,40.2,14.52
E000442,RG0037,2028,888859,1486227,110.39,7.57,94.2,0.73,41.8,14.58
E000443,RG0037,2029,965232,1551062,115.46,8.16,94.9,0.75,40.2,14.15
E000444,RG0037,2030,1026575,1690562,115.54,8.27,94.6,0.78,41.2,13.97
E000445,RG0038,2019,482292,722804,74.41,6.83,93.3,0.57,37.5,10.89
E000446,RG0038,2020,505317,785107,71.19,6.28,93.8,0.61,38.8,11.34
E000447,RG0038,2021,557875,859234,86.84,6.33,93.5,0.6,38.5,13.72
E000448,RG0038,2022,600408,905596,97.84,7.3,93.7,0.63,37.7,13.4
E000449,RG0038,2023,631916,1010939,103.42,6.89,93.9,0.66,40.0,15.01
E000450,RG0038,2024,667528,1093973,102.49,6.76,94.5,0.66,41.0,15.16
E000451,RG0038,2025,722472,1189247,104.34,7.46,94.4,0.7,41.2,13.99
E000452,RG0038,2026,790648,1224422,106.78,8.19,94.6,0.69,38.7,13.04
E000453,RG0038,2027,834206,1317138,110.69,7.25,94.8,0.74,39.5,15.27
E000454,RG0038,2028,887278,1476274,110.33,7.95,95.1,0.73,41.6,13.88
E000455,RG0038,2029,953549,1584217,114.49,8.41,94.3,0.75,41.5,13.61
E000456,RG0038,2030,1048620,1746166,117.39,8.35,94.7,0.79,41.6,14.06
E000457,RG0039,2019,459211,721798,73.27,6.61,94.0,0.57,39.3,11.08
E000458,RG0039,2020,506571,778525,69.77,6.59,93.2,0.58,38.4,10.59
E000459,RG0039,2021,533671,799940,87.68,6.61,93.4,0.62,37.5,13.26
E000460,RG0039,2022,579431,887226,100.42,7.27,94.3,0.63,38.3,13.81
E000461,RG0039,2023,599762,957163,102.22,6.99,94.1,0.64,39.9,14.62
E000462,RG0039,2024,647118,993969,105.2,7.54,93.7,0.66,38.4,13.95
E000463,RG0039,2025,689099,1098919,102.85,7.49,93.8,0.7,39.9,13.73
E000464,RG0039,2026,756053,1186947,108.55,7.28,94.0,0.71,39.2,14.91
E000465,RG0039,2027,797799,1250606,110.68,8.1,94.9,0.71,39.2,13.66
E000466,RG0039,2028,837913,1404492,114.44,8.48,94.8,0.73,41.9,13.5
E000467,RG0039,2029,898467,1510073,111.59,8.64,94.5,0.75,42.0,12.92
E000468,RG0039,2030,955564,1574826,118.11,8.92,94.4,0.77,41.2,13.24
E000469,RG0040,2019,468133,717989,72.68,5.73,93.9,0.57,38.3,12.68
E000470,RG0040,2020,488952,776750,71.13,6.62,93.6,0.6,39.7,10.74
E000471,RG0040,2021,526465,800623,84.04,5.96,93.5,0.63,38.0,14.1
E000472,RG0040,2022,568395,882112,96.73,6.43,93.4,0.62,38.8,15.04
E000473,RG0040,2023,615970,966030,99.37,6.62,93.7,0.64,39.2,15.01
E000474,RG0040,2024,658351,989399,103.4,7.84,93.6,0.67,37.6,13.19
E000475,RG0040,2025,707336,1107650,103.18,7.62,93.9,0.69,39.1,13.54
E000476,RG0040,2026,732115,1197016,108.28,7.74,94.8,0.69,40.9,13.99
E000477,RG0040,2027,806376,1287686,112.67,8.49,94.1,0.73,39.9,13.27
E000478,RG0040,2028,839139,1405162,113.58,8.11,95.0,0.73,41.9,14.0
E000479,RG0040,2029,908961,1460651,113.76,8.64,94.6,0.76,40.2,13.17
E000480,RG0040,2030,957688,1579020,117.98,8.3,94.6,0.76,41.2,14.21
E000481,RG0041,2019,472119,722939,72.45,6.55,93.6,0.59,38.3,11.06
E000482,RG0041,2020,503306,742585,69.24,5.81,93.7,0.59,36.9,11.92
E000483,RG0041,2021,541770,828962,86.29,7.27,94.0,0.62,38.3,11.87
E000484,RG0041,2022,579986,906445,100.61,7.26,93.9,0.62,39.1,13.86
E000485,RG0041,2023,597148,921511,102.65,7.12,94.4,0.66,38.6,14.42
E000486,RG0041,2024,658474,1034173,105.16,6.59,93.6,0.66,39.3,15.96
E000487,RG0041,2025,695758,1066344,102.24,7.04,94.7,0.69,38.3,14.52
E000488,RG0041,2026,734542,1145905,105.58,7.49,94.4,0.7,39.0,14.1
E000489,RG0041,2027,793814,1280221,112.33,8.47,94.1,0.72,40.3,13.26
E000490,RG0041,2028,838500,1348213,112.2,7.31,95.0,0.75,40.2,15.35
E000491,RG0041,2029,914591,1486677,114.12,8.71,94.7,0.75,40.6,13.1
E000492,RG0041,2030,951535,1594256,113.45,8.81,94.6,0.79,41.9,12.88
E000493,RG0042,2019,459693,706225,71.0,6.16,93.2,0.57,38.4,11.53
E000494,RG0042,2020,506939,757358,68.55,6.17,93.4,0.6,37.3,11.11
E000495,RG0042,2021,531789,806334,87.63,7.07,93.9,0.62,37.9,12.39
E000496,RG0042,2022,559145,872806,100.4,6.15,94.0,0.64,39.0,16.33
E000497,RG0042,2023,618913,973010,102.25,7.02,94.4,0.63,39.3,14.57
E000498,RG0042,2024,640717,1004274,102.36,6.56,93.6,0.66,39.2,15.6
E000499,RG0042,2025,692362,1128097,104.45,7.24,94.1,0.67,40.7,14.43
E000500,RG0042,2026,736391,1150030,109.75,7.03,94.5,0.7,39.0,15.61
E000501,RG0042,2027,797009,1256284,109.81,7.27,94.4,0.73,39.4,15.1
E000502,RG0042,2028,838525,1353989,109.46,8.7,94.8,0.75,40.4,12.58
E000503,RG0042,2029,892566,1498329,114.5,7.61,95.1,0.75,42.0,15.05
E000504,RG0042,2030,973036,1549186,114.81,8.29,94.7,0.77,39.8,13.85
E000505,RG0043,2019,457349,714960,75.77,6.43,93.8,0.58,39.1,11.78
E000506,RG0043,2020,507098,771782,69.79,6.29,93.6,0.6,38.0,11.1
E000507,RG0043,2021,532224,841108,85.45,6.98,93.6,0.62,39.5,12.24
E000508,RG0043,2022,563227,862882,99.97,7.21,93.8,0.64,38.3,13.87
E000509,RG0043,2023,597001,958130,101.98,7.22,93.6,0.65,40.1,14.12
E000510,RG0043,2024,663359,1013868,101.57,7.77,94.2,0.67,38.2,13.07
E000511,RG0043,2025,701120,1084490,107.21,7.37,94.3,0.69,38.7,14.55
E000512,RG0043,2026,752097,1210097,105.9,7.41,94.3,0.71,40.2,14.29
E000513,RG0043,2027,784312,1252081,111.51,7.55,94.7,0.73,39.9,14.77
E000514,RG0043,2028,856594,1358665,110.44,8.22,94.9,0.73,39.7,13.44
E000515,RG0043,2029,912819,1475887,114.12,7.78,95.2,0.75,40.4,14.67
E000516,RG0043,2030,966319,1575064,113.39,8.33,94.6,0.77,40.7,13.61
E000517,RG0044,2019,457141,709013,72.47,6.18,93.9,0.57,38.8,11.73
E000518,RG0044,2020,497097,753563,71.61,6.51,93.5,0.59,37.9,11.0
E000519,RG0044,2021,527837,808975,82.93,6.45,94.0,0.61,38.3,12.86
E000520,RG0044,2022,573211,882432,99.18,6.87,94.4,0.62,38.5,14.44
E000521,RG0044,2023,613676,965583,101.23,7.44,94.2,0.66,39.3,13.61
E000522,RG0044,2024,651280,1038264,100.48,6.56,93.8,0.68,39.9,15.32
E000523,RG0044,2025,690781,1125865,107.15,6.71,94.3,0.68,40.7,15.97
E000524,RG0044,2026,744329,1157175,106.19,8.0,94.4,0.69,38.9,13.27
E000525,RG0044,2027,803971,1232211,107.38,7.32,94.9,0.72,38.3,14.67
E000526,RG0044,2028,849526,1340741,114.77,7.65,94.4,0.74,39.5,15.0
E000527,RG0044,2029,911544,1493497,113.35,8.47,94.8,0.75,41.0,13.38
E000528,RG0044,2030,960435,1605624,114.96,8.76,94.7,0.78,41.8,13.12
E000529,RG0045,2019,468087,688441,73.83,6.33,93.2,0.59,36.8,11.66
E000530,RG0045,2020,504108,775352,67.42,6.65,93.2,0.61,38.5,10.14
E000531,RG0045,2021,540132,813570,82.36,6.62,94.1,0.61,37.7,12.44
E000532,RG0045,2022,572669,874956,98.82,6.28,94.4,0.63,38.2,15.74
E000533,RG0045,2023,607811,974093,98.27,6.5,94.1,0.65,40.1,15.12
E000534,RG0045,2024,642918,1016605,104.26,6.72,94.6,0.68,39.5,15.51
E000535,RG0045,2025,706591,1112010,103.21,7.34,93.9,0.67,39.3,14.06
E000536,RG0045,2026,757601,1163566,107.03,7.67,94.0,0.72,38.4,13.95
E000537,RG0045,2027,789217,1267721,111.63,8.49,94.8,0.72,40.2,13.15
E000538,RG0045,2028,836325,1349447,109.86,7.89,94.5,0.73,40.3,13.92
E000539,RG0045,2029,893218,1466897,112.66,7.8,94.6,0.75,41.1,14.44
E000540,RG0045,2030,976652,1605949,113.84,8.15,94.9,0.79,41.1,13.97
E000541,RG0046,2019,465537,721117,72.02,5.93,93.9,0.57,38.7,12.15
E000542,RG0046,2020,491635,762210,71.6,6.31,93.4,0.59,38.8,11.35
E000543,RG0046,2021,543145,818479,87.32,6.69,93.6,0.62,37.7,13.05
E000544,RG0046,2022,574239,899691,97.69,6.93,93.9,0.63,39.2,14.1
E000545,RG0046,2023,610734,937974,99.94,7.36,94.3,0.65,38.4,13.58
E000546,RG0046,2024,643990,1018539,100.64,7.1,94.0,0.65,39.5,14.17
E000547,RG0046,2025,705549,1088976,107.24,6.72,94.5,0.68,38.6,15.96
E000548,RG0046,2026,746841,1163280,109.75,8.18,94.7,0.7,38.9,13.42
E000549,RG0046,2027,797517,1306697,111.51,8.4,94.8,0.73,41.0,13.28
E000550,RG0046,2028,857198,1405338,112.4,7.68,95.1,0.74,41.0,14.64
E000551,RG0046,2029,914797,1448091,111.51,7.98,94.9,0.75,39.6,13.97
E000552,RG0046,2030,957726,1542253,114.54,7.94,95.0,0.79,40.3,14.43
E000553,RG0047,2019,361363,533615,72.48,5.96,92.1,0.48,36.9,12.16
E000554,RG0047,2020,382604,588588,70.73,6.19,91.7,0.49,38.5,11.43
E000555,RG0047,2021,414810,611277,82.81,6.89,91.8,0.53,36.8,12.02
E000556,RG0047,2022,433564,671235,99.35,7.0,92.2,0.54,38.7,14.19
E000557,RG0047,2023,458616,725584,102.12,6.87,92.6,0.55,39.6,14.86
E000558,RG0047,2024,496250,777480,102.09,6.97,92.3,0.58,39.2,14.65
E000559,RG0047,2025,529297,822941,102.25,8.1,92.3,0.58,38.9,12.62
E000560,RG0047,2026,560674,904256,105.94,8.04,93.2,0.6,40.3,13.18
E000561,RG0047,2027,601230,964539,110.85,8.04,92.7,0.61,40.1,13.79
E000562,RG0047,2028,639704,1043500,110.63,8.36,93.1,0.64,40.8,13.23
E000563,RG0047,2029,673577,1090242,114.52,8.68,92.9,0.66,40.5,13.19
E000564,RG0047,2030,725326,1176494,118.28,9.02,93.3,0.67,40.6,13.11
E000565,RG0048,2019,355573,530979,75.28,5.95,91.8,0.49,37.3,12.65
E000566,RG0048,2020,390294,580497,69.52,5.83,92.1,0.51,37.2,11.92
E000567,RG0048,2021,407738,607349,82.43,6.1,92.2,0.53,37.2,13.51
E000568,RG0048,2022,430059,669349,100.6,6.45,92.1,0.52,38.9,15.6
E000569,RG0048,2023,459993,740318,102.64,6.97,92.4,0.55,40.2,14.73
E000570,RG0048,2024,494106,750346,103.0,7.29,92.5,0.58,38.0,14.13
E000571,RG0048,2025,532071,850096,102.9,7.44,92.8,0.59,39.9,13.83
E000572,RG0048,2026,556677,903307,107.6,7.56,92.8,0.6,40.6,14.23
E000573,RG0048,2027,594211,945331,108.4,7.47,93.3,0.61,39.8,14.51
E000574,RG0048,2028,634136,1016169,109.9,7.65,92.6,0.63,40.1,14.37
E000575,RG0048,2029,692961,1098424,111.48,8.13,93.4,0.65,39.6,13.71
E000576,RG0048,2030,725682,1206625,114.1,8.03,93.8,0.67,41.6,14.21
E000577,RG0049,2019,357680,545978,73.35,5.8,92.2,0.49,38.2,12.65
E000578,RG0049,2020,388068,576112,70.83,6.74,91.8,0.5,37.1,10.51
E000579,RG0049,2021,416815,633516,83.47,6.29,92.1,0.52,38.0,13.27
E000580,RG0049,2022,439271,652604,96.25,6.11,92.2,0.52,37.1,15.75
E000581,RG0049,2023,465829,712747,98.68,6.58,92.9,0.56,38.3,15.0
E000582,RG0049,2024,491859,794831,105.69,7.6,93.0,0.57,40.4,13.91
E000583,RG0049,2025,532239,830923,106.94,7.3,92.6,0.58,39.0,14.65
E000584,RG0049,2026,557573,861177,110.79,7.44,92.7,0.6,38.6,14.89
E000585,RG0049,2027,601346,968341,108.79,7.45,93.2,0.63,40.3,14.6
E000586,RG0049,2028,652794,1037582,112.65,7.64,93.0,0.64,39.7,14.74
E000587,RG0049,2029,675061,1099364,114.22,8.27,93.0,0.65,40.7,13.81
E000588,RG0049,2030,742198,1156192,118.71,8.78,93.7,0.67,38.9,13.52
E000589,RG0050,2019,358087,552077,71.66,6.78,91.9,0.49,38.5,10.57
E000590,RG0050,2020,391667,587932,68.33,5.83,92.4,0.48,37.5,11.72
E000591,RG0050,2021,416021,611835,84.2,7.17,91.9,0.5,36.8,11.74
E000592,RG0050,2022,434014,685223,96.72,6.85,92.7,0.52,39.5,14.12
E000593,RG0050,2023,472065,711681,102.93,7.21,92.7,0.55,37.7,14.28
E000594,RG0050,2024,488889,786819,103.34,7.29,92.4,0.58,40.2,14.18
E000595,RG0050,2025,537365,815601,104.44,7.52,93.1,0.6,37.9,13.89
E000596,RG0050,2026,571446,865140,110.4,7.71,92.4,0.59,37.8,14.32
E000597,RG0050,2027,609114,973934,111.37,7.7,93.0,0.62,40.0,14.46
E000598,RG0050,2028,647014,999896,111.52,8.08,92.7,0.65,38.6,13.8
E000599,RG0050,2029,692732,1090234,112.94,8.27,92.9,0.64,39.3,13.66
E000600,RG0050,2030,719333,1169670,113.69,8.7,93.2,0.66,40.7,13.07
E000601,RG0051,2019,395059,618113,76.77,6.67,92.8,0.52,39.1,11.51
E000602,RG0051,2020,432216,660896,71.35,5.84,92.1,0.53,38.2,12.22
E000603,RG0051,2021,451892,696171,86.82,7.11,92.5,0.53,38.5,12.21
E000604,RG0051,2022,498706,766342,97.55,6.32,92.5,0.56,38.4,15.44
E000605,RG0051,2023,522024,814443,100.13,6.81,92.7,0.59,39.0,14.7
E000606,RG0051,2024,562185,893619,104.02,6.86,93.0,0.6,39.7,15.16
E000607,RG0051,2025,595626,977480,105.35,7.26,93.2,0.62,41.0,14.51
E000608,RG0051,2026,643899,1030215,109.47,6.99,93.5,0.64,40.0,15.66
E000609,RG0051,2027,705999,1081887,111.94,7.2,92.9,0.65,38.3,15.55
E000610,RG0051,2028,738991,1215882,111.39,7.56,93.5,0.66,41.1,14.73
E000611,RG0051,2029,788338,1289283,117.79,7.71,93.9,0.69,40.9,15.28
E000612,RG0051,2030,841032,1357691,117.26,8.26,93.7,0.71,40.4,14.2
E000613,RG0052,2019,385031,576479,72.61,5.96,92.2,0.51,37.4,12.18
E000614,RG0052,2020,414256,617027,71.02,6.18,92.9,0.51,37.2,11.49
E000615,RG0052,2021,448571,686296,82.44,6.95,93.0,0.55,38.2,11.86
E000616,RG0052,2022,466408,713856,95.8,6.76,92.3,0.55,38.3,14.17
E000617,RG0052,2023,495883,775264,101.63,7.37,93.0,0.56,39.1,13.79
E000618,RG0052,2024,549179,836372,101.65,7.72,93.2,0.6,38.1,13.17
E000619,RG0052,2025,567807,903101,105.77,7.82,92.7,0.61,39.8,13.53
E000620,RG0052,2026,614437,996566,109.73,7.99,93.7,0.62,40.5,13.73
E000621,RG0052,2027,664091,1064584,109.89,8.25,93.1,0.66,40.1,13.32
E000622,RG0052,2028,695716,1120886,112.38,8.29,93.7,0.68,40.3,13.56
E000623,RG0052,2029,736811,1216333,113.02,7.64,94.1,0.7,41.3,14.79
E000624,RG0052,2030,799135,1317806,114.13,8.71,93.7,0.69,41.2,13.1
E000625,RG0053,2019,390525,604317,71.62,5.53,92.7,0.51,38.7,12.95
E000626,RG0053,2020,413686,636262,66.94,5.81,92.2,0.52,38.5,11.52
E000627,RG0053,2021,443038,665486,83.57,6.62,92.5,0.53,37.6,12.62
E000628,RG0053,2022,469710,739317,97.33,6.81,92.9,0.57,39.3,14.29
E000629,RG0053,2023,500478,782447,99.94,6.47,92.7,0.56,39.1,15.45
E000630,RG0053,2024,543465,815092,100.36,6.6,93.0,0.59,37.5,15.21
E000631,RG0053,2025,576669,913148,106.3,7.19,93.6,0.6,39.6,14.78
E000632,RG0053,2026,623339,978371,110.43,7.58,93.2,0.62,39.2,14.57
E000633,RG0053,2027,654523,1012852,107.76,8.14,93.0,0.65,38.7,13.24
E000634,RG0053,2028,685069,1089610,114.25,8.52,93.4,0.67,39.8,13.41
E000635,RG0053,2029,747620,1186640,116.18,8.22,93.1,0.68,39.7,14.13
E000636,RG0053,2030,779066,1248923,114.25,7.82,94.2,0.69,40.1,14.61
E000637,RG0054,2019,397444,599956,71.61,5.83,92.9,0.5,37.7,12.28
E000638,RG0054,2020,409968,623641,69.24,6.9,92.3,0.51,38.0,10.03
E000639,RG0054,2021,442623,672718,82.89,6.77,92.5,0.54,38.0,12.24
E000640,RG0054,2022,475529,750105,98.23,7.32,93.0,0.57,39.4,13.42
E000641,RG0054,2023,509824,779677,101.51,7.1,92.9,0.56,38.2,14.3
E000642,RG0054,2024,548765,843538,101.12,7.73,93.0,0.59,38.4,13.08
E000643,RG0054,2025,584956,877194,105.5,6.94,93.4,0.62,37.5,15.2
E000644,RG0054,2026,615821,990858,106.88,6.98,93.5,0.62,40.2,15.31
E000645,RG0054,2027,650862,1019778,111.73,7.2,93.5,0.64,39.2,15.52
E000646,RG0054,2028,696636,1109120,113.36,7.71,93.0,0.66,39.8,14.7
E000647,RG0054,2029,730433,1165209,116.14,8.84,93.8,0.68,39.9,13.14
E000648,RG0054,2030,785830,1297010,117.32,8.64,94.0,0.69,41.3,13.58
E000649,RG0055,2019,383331,575692,73.97,5.91,92.1,0.51,37.5,12.52
E000650,RG0055,2020,423837,629684,66.85,5.94,92.1,0.51,37.1,11.25
E000651,RG0055,2021,444772,672026,84.13,6.66,92.3,0.55,37.8,12.63
E000652,RG0055,2022,481265,710767,99.99,6.58,92.5,0.57,36.9,15.2
E000653,RG0055,2023,513008,771835,103.51,7.63,92.6,0.57,37.6,13.57
E000654,RG0055,2024,545458,841286,101.45,6.83,93.4,0.58,38.6,14.85
