env_id,region_id,year,aqi_score,co2_target_pct,pollution_level,carbon_intensity,green_transition_priority
ENV001649,RG0138,2023,94.3,24.8,Moderate,0.49,34.7
ENV001650,RG0138,2024,89.8,26.5,Moderate,0.49,34.5
ENV001651,RG0138,2025,80.1,28.2,Moderate,0.49,33.3
ENV001652,RG0138,2026,91.7,29.9,Moderate,0.49,36.1
ENV001653,RG0138,2027,88.9,31.6,Moderate,0.49,36.1
ENV001654,RG0138,2028,87.9,33.3,Moderate,0.49,36.6
ENV001655,RG0138,2029,84.9,35.0,Moderate,0.49,36.6
ENV001656,RG0138,2030,75.5,36.7,Moderate,0.49,35.5
ENV001657,RG0139,2019,95.7,18.0,Moderate,0.49,32.6
ENV001658,RG0139,2020,92.6,19.7,Moderate,0.49,32.6
ENV001659,RG0139,2021,94.9,21.4,Moderate,0.49,33.6
ENV001660,RG0139,2022,91.0,23.1,Moderate,0.49,33.5
ENV001661,RG0139,2023,91.9,24.8,Moderate,0.49,34.3
ENV001662,RG0139,2024,93.3,26.5,Moderate,0.49,35.2
ENV001663,RG0139,2025,80.6,28.2,Moderate,0.49,33.4
ENV001664,RG0139,2026,92.0,29.9,Moderate,0.49,36.1
ENV001665,RG0139,2027,91.0,31.6,Moderate,0.49,36.5
ENV001666,RG0139,2028,82.7,33.3,Moderate,0.49,35.6
ENV001667,RG0139,2029,77.6,35.0,Moderate,0.49,35.2
ENV001668,RG0139,2030,74.8,36.7,Moderate,0.49,35.3
ENV001669,RG0140,2019,89.3,18.0,Moderate,0.49,31.4
ENV001670,RG0140,2020,93.2,19.7,Moderate,0.49,32.7
ENV001671,RG0140,2021,92.3,21.4,Moderate,0.49,33.2
ENV001672,RG0140,2022,93.9,23.1,Moderate,0.49,34.1
ENV001673,RG0140,2023,94.2,24.8,Moderate,0.49,34.7
ENV001674,RG0140,2024,92.9,26.5,Moderate,0.49,35.1
ENV001675,RG0140,2025,82.6,28.2,Moderate,0.49,33.8
ENV001676,RG0140,2026,80.2,29.9,Moderate,0.49,33.9
ENV001677,RG0140,2027,89.6,31.6,Moderate,0.49,36.3
ENV001678,RG0140,2028,80.3,33.3,Moderate,0.49,35.1
ENV001679,RG0140,2029,86.0,35.0,Moderate,0.49,36.8
ENV001680,RG0140,2030,76.6,36.7,Moderate,0.49,35.7
ENV001681,RG0141,2019,36.8,62.9,Low,0.3,34.2
ENV001682,RG0141,2020,31.6,64.6,Low,0.3,33.9
ENV001683,RG0141,2021,35.1,66.3,Low,0.3,35.1
ENV001684,RG0141,2022,38.4,68.0,Low,0.3,36.3
ENV001685,RG0141,2023,38.9,69.7,Low,0.3,37.0
ENV001686,RG0141,2024,34.9,71.4,Low,0.3,36.9
ENV001687,RG0141,2025,37.8,73.1,Low,0.3,38.0
ENV001688,RG0141,2026,27.6,74.8,Low,0.3,36.7
ENV001689,RG0141,2027,25.9,76.5,Low,0.3,37.0
ENV001690,RG0141,2028,25.7,78.2,Low,0.3,37.6
ENV001691,RG0141,2029,34.7,79.9,Low,0.3,39.8
ENV001692,RG0141,2030,31.4,81.6,Low,0.3,39.8
ENV001693,RG0142,2019,38.1,63.0,Low,0.3,34.5
ENV001694,RG0142,2020,39.8,64.7,Low,0.3,35.4
ENV001695,RG0142,2021,27.8,66.4,Low,0.3,33.8
ENV001696,RG0142,2022,39.3,68.1,Low,0.3,36.5
ENV001697,RG0142,2023,27.5,69.8,Low,0.3,34.9
ENV001698,RG0142,2024,32.3,71.5,Low,0.3,36.4
ENV001699,RG0142,2025,36.7,73.2,Low,0.3,37.8
ENV001700,RG0142,2026,30.7,74.9,Low,0.3,37.3
ENV001701,RG0142,2027,34.0,76.6,Low,0.3,38.5
ENV001702,RG0142,2028,37.8,78.3,Low,0.3,39.9
ENV001703,RG0142,2029,29.5,80.0,Low,0.3,38.9
ENV001704,RG0142,2030,28.5,81.7,Low,0.3,39.3
ENV001705,RG0143,2019,37.7,63.0,Low,0.3,34.4
ENV001706,RG0143,2020,30.5,64.7,Low,0.3,33.7
ENV001707,RG0143,2021,32.7,66.4,Low,0.3,34.7
ENV001708,RG0143,2022,28.9,68.1,Low,0.3,34.6
ENV001709,RG0143,2023,36.6,69.8,Low,0.3,36.6
ENV001710,RG0143,2024,40.0,71.5,Low,0.3,37.9
ENV001711,RG0143,2025,38.7,73.2,Low,0.3,38.2
ENV001712,RG0143,2026,37.9,74.9,Low,0.3,38.7
ENV001713,RG0143,2027,34.9,76.6,Low,0.3,38.7
ENV001714,RG0143,2028,38.6,78.3,Low,0.3,40.0
ENV001715,RG0143,2029,32.9,80.0,Low,0.3,39.5
ENV001716,RG0143,2030,36.7,81.7,Low,0.3,40.8
ENV001717,RG0144,2019,33.3,62.8,Low,0.3,33.5
ENV001718,RG0144,2020,36.9,64.5,Low,0.3,34.8
ENV001719,RG0144,2021,34.6,66.2,Low,0.3,35.0
ENV001720,RG0144,2022,31.2,67.9,Low,0.3,35.0
ENV001721,RG0144,2023,34.0,69.6,Low,0.3,36.1
ENV001722,RG0144,2024,33.3,71.3,Low,0.3,36.5
ENV001723,RG0144,2025,27.1,73.0,Low,0.3,36.0
ENV001724,RG0144,2026,32.1,74.7,Low,0.3,37.5
ENV001725,RG0144,2027,26.2,76.4,Low,0.3,37.0
ENV001726,RG0144,2028,30.8,78.1,Low,0.3,38.5
ENV001727,RG0144,2029,29.6,79.8,Low,0.3,38.9
ENV001728,RG0144,2030,25.4,81.5,Low,0.3,38.7
ENV001729,RG0145,2019,30.0,62.6,Low,0.3,32.9
ENV001730,RG0145,2020,33.7,64.3,Low,0.3,34.2
ENV001731,RG0145,2021,32.4,66.0,Low,0.3,34.5
ENV001732,RG0145,2022,40.5,67.7,Low,0.3,36.6
ENV001733,RG0145,2023,37.7,69.4,Low,0.3,36.7
ENV001734,RG0145,2024,32.9,71.1,Low,0.3,36.4
ENV001735,RG0145,2025,38.1,72.8,Low,0.3,38.0
ENV001736,RG0145,2026,36.2,74.5,Low,0.3,38.2
ENV001737,RG0145,2027,37.6,76.2,Low,0.3,39.1
ENV001738,RG0145,2028,36.1,77.9,Low,0.3,39.4
ENV001739,RG0145,2029,37.4,79.6,Low,0.3,40.2
ENV001740,RG0145,2030,28.0,81.3,Low,0.3,39.1
ENV001741,RG0146,2019,36.0,62.3,Low,0.3,33.9
ENV001742,RG0146,2020,28.0,64.0,Low,0.3,33.0
ENV001743,RG0146,2021,28.7,65.7,Low,0.3,33.7
ENV001744,RG0146,2022,28.1,67.4,Low,0.3,34.2
ENV001745,RG0146,2023,28.0,69.1,Low,0.3,34.8
ENV001746,RG0146,2024,32.7,70.8,Low,0.3,36.3
ENV001747,RG0146,2025,27.5,72.5,Low,0.3,35.9
ENV001748,RG0146,2026,33.2,74.2,Low,0.3,37.6
ENV001749,RG0146,2027,25.0,75.9,Low,0.3,36.6
ENV001750,RG0146,2028,32.9,77.6,Low,0.3,38.7
ENV001751,RG0146,2029,32.4,79.3,Low,0.3,39.2
ENV001752,RG0146,2030,25.0,81.0,Low,0.3,38.4
ENV001753,RG0147,2019,25.1,63.0,Low,0.3,32.1
ENV001754,RG0147,2020,30.7,64.7,Low,0.3,33.7
ENV001755,RG0147,2021,25.0,66.4,Low,0.3,33.3
ENV001756,RG0147,2022,25.0,68.1,Low,0.3,33.9
ENV001757,RG0147,2023,33.4,69.8,Low,0.3,36.0
ENV001758,RG0147,2024,26.8,71.5,Low,0.3,35.4
ENV001759,RG0147,2025,31.1,73.2,Low,0.3,36.8
ENV001760,RG0147,2026,25.0,74.9,Low,0.3,36.3
ENV001761,RG0147,2027,25.0,76.6,Low,0.3,36.9
ENV001762,RG0147,2028,32.5,78.3,Low,0.3,38.9
ENV001763,RG0147,2029,25.6,80.0,Low,0.3,38.2
ENV001764,RG0147,2030,25.0,81.7,Low,0.3,38.7
ENV001765,RG0148,2019,27.1,63.0,Low,0.3,32.5
ENV001766,RG0148,2020,28.6,64.7,Low,0.3,33.3
ENV001767,RG0148,2021,31.4,66.4,Low,0.3,34.5
ENV001768,RG0148,2022,28.4,68.1,Low,0.3,34.5
ENV001769,RG0148,2023,25.0,69.8,Low,0.3,34.5
ENV001770,RG0148,2024,25.0,71.5,Low,0.3,35.1
ENV001771,RG0148,2025,31.9,73.2,Low,0.3,37.0
ENV001772,RG0148,2026,33.1,74.9,Low,0.3,37.8
ENV001773,RG0148,2027,29.7,76.6,Low,0.3,37.8
ENV001774,RG0148,2028,28.8,78.3,Low,0.3,38.2
ENV001775,RG0148,2029,28.9,80.0,Low,0.3,38.8
ENV001776,RG0148,2030,29.5,81.7,Low,0.3,39.5
ENV001777,RG0149,2019,32.8,63.0,Low,0.3,33.5
ENV001778,RG0149,2020,25.0,64.7,Low,0.3,32.7
ENV001779,RG0149,2021,31.2,66.4,Low,0.3,34.4
ENV001780,RG0149,2022,27.6,68.1,Low,0.3,34.4
ENV001781,RG0149,2023,34.3,69.8,Low,0.3,36.2
ENV001782,RG0149,2024,30.7,71.5,Low,0.3,36.1
ENV001783,RG0149,2025,27.1,73.2,Low,0.3,36.1
ENV001784,RG0149,2026,25.0,74.9,Low,0.3,36.3
ENV001785,RG0149,2027,28.7,76.6,Low,0.3,37.6
ENV001786,RG0149,2028,25.0,78.3,Low,0.3,37.5
ENV001787,RG0149,2029,31.9,80.0,Low,0.3,39.4
ENV001788,RG0149,2030,32.1,81.7,Low,0.3,40.0
ENV001789,RG0150,2019,25.0,62.7,Low,0.3,32.0
ENV001790,RG0150,2020,31.2,64.4,Low,0.3,33.7
ENV001791,RG0150,2021,33.3,66.1,Low,0.3,34.7
ENV001792,RG0150,2022,29.7,67.8,Low,0.3,34.6
ENV001793,RG0150,2023,28.1,69.5,Low,0.3,35.0
ENV001794,RG0150,2024,28.0,71.2,Low,0.3,35.5
ENV001795,RG0150,2025,32.3,72.9,Low,0.3,36.9
ENV001796,RG0150,2026,32.1,74.6,Low,0.3,37.5
ENV001797,RG0150,2027,25.0,76.3,Low,0.3,36.8
ENV001798,RG0150,2028,26.9,78.0,Low,0.3,37.7
ENV001799,RG0150,2029,29.8,79.7,Low,0.3,38.9
ENV001800,RG0150,2030,25.0,81.4,Low,0.3,38.6
ENV001801,RG0151,2019,36.6,63.0,Low,0.3,34.2
ENV001802,RG0151,2020,39.5,64.7,Low,0.3,35.4
ENV001803,RG0151,2021,36.8,66.4,Low,0.3,35.5
ENV001804,RG0151,2022,39.6,68.1,Low,0.3,36.6
ENV001805,RG0151,2023,37.2,69.8,Low,0.3,36.7
ENV001806,RG0151,2024,31.5,71.5,Low,0.3,36.3
ENV001807,RG0151,2025,29.4,73.2,Low,0.3,36.5
ENV001808,RG0151,2026,36.9,74.9,Low,0.3,38.5
ENV001809,RG0151,2027,38.5,76.6,Low,0.3,39.4
ENV001810,RG0151,2028,31.7,78.3,Low,0.3,38.7
ENV001811,RG0151,2029,27.9,80.0,Low,0.3,38.6
ENV001812,RG0151,2030,28.1,81.7,Low,0.3,39.3
ENV001813,RG0152,2019,29.9,63.0,Low,0.3,33.0
ENV001814,RG0152,2020,25.0,64.7,Low,0.3,32.7
ENV001815,RG0152,2021,27.0,66.4,Low,0.3,33.7
ENV001816,RG0152,2022,25.0,68.1,Low,0.3,33.9
ENV001817,RG0152,2023,25.0,69.8,Low,0.3,34.5
ENV001818,RG0152,2024,25.0,71.5,Low,0.3,35.1
ENV001819,RG0152,2025,33.8,73.2,Low,0.3,37.3
ENV001820,RG0152,2026,25.0,74.9,Low,0.3,36.3
ENV001821,RG0152,2027,25.0,76.6,Low,0.3,36.9
ENV001822,RG0152,2028,30.1,78.3,Low,0.3,38.4
ENV001823,RG0152,2029,25.1,80.0,Low,0.3,38.1
ENV001824,RG0152,2030,25.0,81.7,Low,0.3,38.7
ENV001825,RG0153,2019,36.3,62.4,Low,0.3,34.0
ENV001826,RG0153,2020,26.9,64.1,Low,0.3,32.8
ENV001827,RG0153,2021,25.0,65.8,Low,0.3,33.1
ENV001828,RG0153,2022,25.0,67.5,Low,0.3,33.7
ENV001829,RG0153,2023,29.9,69.2,Low,0.3,35.2
ENV001830,RG0153,2024,25.0,70.9,Low,0.3,34.9
ENV001831,RG0153,2025,26.3,72.6,Low,0.3,35.7
ENV001832,RG0153,2026,33.5,74.3,Low,0.3,37.6
ENV001833,RG0153,2027,25.0,76.0,Low,0.3,36.7
ENV001834,RG0153,2028,32.4,77.7,Low,0.3,38.6
ENV001835,RG0153,2029,27.0,79.4,Low,0.3,38.2
ENV001836,RG0153,2030,25.0,81.1,Low,0.3,38.5
ENV001837,RG0154,2019,33.0,63.0,Low,0.3,33.6
ENV001838,RG0154,2020,31.0,64.7,Low,0.3,33.8
ENV001839,RG0154,2021,34.9,66.4,Low,0.3,35.1
ENV001840,RG0154,2022,25.4,68.1,Low,0.3,34.0
ENV001841,RG0154,2023,25.0,69.8,Low,0.3,34.5
ENV001842,RG0154,2024,25.0,71.5,Low,0.3,35.1
ENV001843,RG0154,2025,25.0,73.2,Low,0.3,35.7
ENV001844,RG0154,2026,33.8,74.9,Low,0.3,37.9
ENV001845,RG0154,2027,30.5,76.6,Low,0.3,37.9
ENV001846,RG0154,2028,25.0,78.3,Low,0.3,37.5
ENV001847,RG0154,2029,25.0,80.0,Low,0.3,38.1
ENV001848,RG0154,2030,30.0,81.7,Low,0.3,39.6
ENV001849,RG0155,2019,100.7,18.0,High,0.54,34.4
ENV001850,RG0155,2020,96.3,19.7,Moderate,0.54,34.2
ENV001851,RG0155,2021,97.6,21.4,Moderate,0.54,35.0
ENV001852,RG0155,2022,98.3,23.1,Moderate,0.54,35.7
ENV001853,RG0155,2023,95.9,24.8,Moderate,0.54,35.9
ENV001854,RG0155,2024,92.9,26.5,Moderate,0.54,35.9
ENV001855,RG0155,2025,95.2,28.2,Moderate,0.54,37.0
ENV001856,RG0155,2026,94.3,29.9,Moderate,0.54,37.4
ENV001857,RG0155,2027,100.3,31.6,High,0.54,39.1
ENV001858,RG0155,2028,91.3,33.3,Moderate,0.54,38.1
ENV001859,RG0155,2029,98.5,35.0,Moderate,0.54,40.0
ENV001860,RG0155,2030,86.1,36.7,Moderate,0.54,38.3
ENV001861,RG0156,2019,100.6,18.0,High,0.54,34.4
ENV001862,RG0156,2020,105.9,19.7,High,0.54,36.0
ENV001863,RG0156,2021,101.6,21.4,High,0.54,35.8
ENV001864,RG0156,2022,106.7,23.1,High,0.54,37.3
ENV001865,RG0156,2023,101.1,24.8,High,0.54,36.9
ENV001866,RG0156,2024,95.2,26.5,Moderate,0.54,36.4
ENV001867,RG0156,2025,99.8,28.2,Moderate,0.54,37.8
ENV001868,RG0156,2026,101.9,29.9,High,0.54,38.8
ENV001869,RG0156,2027,90.6,31.6,Moderate,0.54,37.3
ENV001870,RG0156,2028,89.3,33.3,Moderate,0.54,37.7
ENV001871,RG0156,2029,87.8,35.0,Moderate,0.54,38.0
ENV001872,RG0156,2030,88.1,36.7,Moderate,0.54,38.7
ENV001873,RG0157,2019,109.8,18.0,High,0.54,36.1
ENV001874,RG0157,2020,96.6,19.7,Moderate,0.54,34.2
ENV001875,RG0157,2021,103.1,21.4,High,0.54,36.0
ENV001876,RG0157,2022,106.6,23.1,High,0.54,37.3
ENV001877,RG0157,2023,102.9,24.8,High,0.54,37.2
ENV001878,RG0157,2024,93.7,26.5,Moderate,0.54,36.1
ENV001879,RG0157,2025,95.1,28.2,Moderate,0.54,37.0
ENV001880,RG0157,2026,89.8,29.9,Moderate,0.54,36.6
ENV001881,RG0157,2027,97.3,31.6,Moderate,0.54,38.6
ENV001882,RG0157,2028,88.8,33.3,Moderate,0.54,37.6
ENV001883,RG0157,2029,85.8,35.0,Moderate,0.54,37.6
ENV001884,RG0157,2030,91.2,36.7,Moderate,0.54,39.2
ENV001885,RG0158,2019,122.4,18.0,High,0.54,38.4
ENV001886,RG0158,2020,110.2,19.7,High,0.54,36.8
ENV001887,RG0158,2021,117.1,21.4,High,0.54,38.6
ENV001888,RG0158,2022,112.4,23.1,High,0.54,38.4
ENV001889,RG0158,2023,112.8,24.8,High,0.54,39.0
ENV001890,RG0158,2024,116.4,26.5,High,0.54,40.3
ENV001891,RG0158,2025,108.9,28.2,High,0.54,39.5
ENV001892,RG0158,2026,111.1,29.9,High,0.54,40.5
ENV001893,RG0158,2027,111.8,31.6,High,0.54,41.2
ENV001894,RG0158,2028,103.4,33.3,High,0.54,40.3
ENV001895,RG0158,2029,97.8,35.0,Moderate,0.54,39.9
ENV001896,RG0158,2030,109.8,36.7,High,0.54,42.7
ENV001897,RG0159,2019,111.4,18.0,High,0.54,36.4
ENV001898,RG0159,2020,108.9,19.7,High,0.54,36.5
ENV001899,RG0159,2021,107.0,21.4,High,0.54,36.8
ENV001900,RG0159,2022,99.9,23.1,Moderate,0.54,36.0
ENV001901,RG0159,2023,104.5,24.8,High,0.54,37.5
ENV001902,RG0159,2024,100.9,26.5,High,0.54,37.4
ENV001903,RG0159,2025,93.6,28.2,Moderate,0.54,36.7
ENV001904,RG0159,2026,101.3,29.9,High,0.54,38.7
ENV001905,RG0159,2027,91.6,31.6,Moderate,0.54,37.5
ENV001906,RG0159,2028,88.0,33.3,Moderate,0.54,37.4
ENV001907,RG0159,2029,97.0,35.0,Moderate,0.54,39.7
ENV001908,RG0159,2030,95.4,36.7,Moderate,0.54,40.0
ENV001909,RG0160,2019,111.0,18.0,High,0.54,36.3
ENV001910,RG0160,2020,104.0,19.7,High,0.54,35.6
ENV001911,RG0160,2021,97.5,21.4,Moderate,0.54,35.0
ENV001912,RG0160,2022,108.1,23.1,High,0.54,37.6
ENV001913,RG0160,2023,106.4,24.8,High,0.54,37.8
ENV001914,RG0160,2024,98.3,26.5,Moderate,0.54,36.9
ENV001915,RG0160,2025,98.7,28.2,Moderate,0.54,37.6
ENV001916,RG0160,2026,98.9,29.9,Moderate,0.54,38.3
ENV001917,RG0160,2027,96.8,31.6,Moderate,0.54,38.5
ENV001918,RG0160,2028,92.2,33.3,Moderate,0.54,38.2
ENV001919,RG0160,2029,92.2,35.0,Moderate,0.54,38.8
ENV001920,RG0160,2030,91.9,36.7,Moderate,0.54,39.4
ENV001921,RG0161,2019,125.8,18.0,High,0.56,39.4
ENV001922,RG0161,2020,114.0,19.7,High,0.56,37.8
ENV001923,RG0161,2021,116.7,21.4,High,0.56,38.9
ENV001924,RG0161,2022,116.5,23.1,High,0.56,39.5
ENV001925,RG0161,2023,111.6,24.8,High,0.56,39.2
ENV001926,RG0161,2024,111.5,26.5,High,0.56,39.7
ENV001927,RG0161,2025,106.8,28.2,High,0.56,39.5
ENV001928,RG0161,2026,106.4,29.9,High,0.56,40.0
ENV001929,RG0161,2027,112.8,31.6,High,0.56,41.8
ENV001930,RG0161,2028,102.0,33.3,High,0.56,40.4
ENV001931,RG0161,2029,100.6,35.0,High,0.56,40.7
ENV001932,RG0161,2030,105.6,36.7,High,0.56,42.2
ENV001933,RG0162,2019,113.0,18.0,High,0.56,37.0
ENV001934,RG0162,2020,102.3,19.7,High,0.56,35.6
ENV001935,RG0162,2021,108.5,21.4,High,0.56,37.4
ENV001936,RG0162,2022,102.9,23.1,High,0.56,36.9
ENV001937,RG0162,2023,103.9,24.8,High,0.56,37.7
ENV001938,RG0162,2024,107.9,26.5,High,0.56,39.1
ENV001939,RG0162,2025,106.9,28.2,High,0.56,39.5
ENV001940,RG0162,2026,101.2,29.9,High,0.56,39.0
ENV001941,RG0162,2027,99.7,31.6,Moderate,0.56,39.4
ENV001942,RG0162,2028,91.2,33.3,Moderate,0.56,38.4
ENV001943,RG0162,2029,101.0,35.0,High,0.56,40.8
ENV001944,RG0162,2030,89.6,36.7,Moderate,0.56,39.3
ENV001945,RG0163,2019,113.4,18.0,High,0.56,37.1
ENV001946,RG0163,2020,104.2,19.7,High,0.56,36.0
ENV001947,RG0163,2021,103.0,21.4,High,0.56,36.4
ENV001948,RG0163,2022,108.3,23.1,High,0.56,37.9
ENV001949,RG0163,2023,101.7,24.8,High,0.56,37.3
ENV001950,RG0163,2024,100.8,26.5,High,0.56,37.8
ENV001951,RG0163,2025,97.7,28.2,Moderate,0.56,37.8
ENV001952,RG0163,2026,93.8,29.9,Moderate,0.56,37.7
ENV001953,RG0163,2027,92.6,31.6,Moderate,0.56,38.0
ENV001954,RG0163,2028,92.1,33.3,Moderate,0.56,38.5
ENV001955,RG0163,2029,92.7,35.0,Moderate,0.56,39.3
ENV001956,RG0163,2030,93.2,36.7,Moderate,0.56,40.0
ENV001957,RG0164,2019,114.7,18.0,High,0.56,37.3
ENV001958,RG0164,2020,108.4,19.7,High,0.56,36.8
ENV001959,RG0164,2021,111.3,21.4,High,0.56,37.9
ENV001960,RG0164,2022,108.1,23.1,High,0.56,37.9
ENV001961,RG0164,2023,102.7,24.8,High,0.56,37.5
ENV001962,RG0164,2024,104.5,26.5,High,0.56,38.4
ENV001963,RG0164,2025,105.5,28.2,High,0.56,39.2
ENV001964,RG0164,2026,95.1,29.9,Moderate,0.56,37.9
ENV001965,RG0164,2027,97.1,31.6,Moderate,0.56,38.9
ENV001966,RG0164,2028,102.6,33.3,High,0.56,40.5
ENV001967,RG0164,2029,98.8,35.0,Moderate,0.56,40.4
ENV001968,RG0164,2030,99.7,36.7,Moderate,0.56,41.2
ENV001969,RG0165,2019,110.3,18.0,High,0.56,36.5
ENV001970,RG0165,2020,103.0,19.7,High,0.56,35.8
ENV001971,RG0165,2021,101.3,21.4,High,0.56,36.1
ENV001972,RG0165,2022,100.4,23.1,High,0.56,36.5
ENV001973,RG0165,2023,98.9,24.8,Moderate,0.56,36.8
ENV001974,RG0165,2024,105.4,26.5,High,0.56,38.6
ENV001975,RG0165,2025,103.2,28.2,High,0.56,38.8
ENV001976,RG0165,2026,103.1,29.9,High,0.56,39.4
ENV001977,RG0165,2027,96.7,31.6,Moderate,0.56,38.8
ENV001978,RG0165,2028,91.4,33.3,Moderate,0.56,38.4
ENV001979,RG0165,2029,102.3,35.0,High,0.56,41.0
ENV001980,RG0165,2030,101.2,36.7,High,0.56,41.4
ENV001981,RG0166,2019,108.1,18.0,High,0.56,36.1
ENV001982,RG0166,2020,102.6,19.7,High,0.56,35.7
ENV001983,RG0166,2021,108.7,21.4,High,0.56,37.4
ENV001984,RG0166,2022,104.6,23.1,High,0.56,37.3
ENV001985,RG0166,2023,107.7,24.8,High,0.56,38.4
ENV001986,RG0166,2024,109.0,26.5,High,0.56,39.3
ENV001987,RG0166,2025,104.3,28.2,High,0.56,39.0
ENV001988,RG0166,2026,97.6,29.9,Moderate,0.56,38.4
ENV001989,RG0166,2027,93.0,31.6,Moderate,0.56,38.1
ENV001990,RG0166,2028,99.7,33.3,Moderate,0.56,40.0
ENV001991,RG0166,2029,102.2,35.0,High,0.56,41.0
ENV001992,RG0166,2030,101.5,36.7,High,0.56,41.5
ENV001993,RG0167,2019,133.4,18.0,High,0.59,41.3
ENV001994,RG0167,2020,129.5,19.7,High,0.59,41.2
ENV001995,RG0167,2021,134.7,21.4,High,0.59,42.8
ENV001996,RG0167,2022,132.0,23.1,High,0.59,42.9
ENV001997,RG0167,2023,129.7,24.8,High,0.59,43.0
ENV001998,RG0167,2024,128.6,26.5,High,0.59,43.4
ENV001999,RG0167,2025,129.1,28.2,High,0.59,44.1
ENV002000,RG0167,2026,132.3,29.9,High,0.59,45.3
ENV002001,RG0167,2027,121.2,31.6,High,0.59,43.9
ENV002002,RG0167,2028,130.5,33.3,High,0.59,46.2
ENV002003,RG0167,2029,122.6,35.0,High,0.59,45.3
ENV002004,RG0167,2030,120.8,36.7,High,0.59,45.6
ENV002005,RG0168,2019,117.1,18.0,High,0.59,38.3
ENV002006,RG0168,2020,128.5,19.7,High,0.59,41.0
ENV002007,RG0168,2021,124.9,21.4,High,0.59,40.9
ENV002008,RG0168,2022,118.8,23.1,High,0.59,40.4
ENV002009,RG0168,2023,122.8,24.8,High,0.59,41.8
ENV002010,RG0168,2024,115.0,26.5,High,0.59,40.9
ENV002011,RG0168,2025,121.6,28.2,High,0.59,42.7
ENV002012,RG0168,2026,116.5,29.9,High,0.59,42.4
ENV002013,RG0168,2027,121.3,31.6,High,0.59,43.9
ENV002014,RG0168,2028,117.0,33.3,High,0.59,43.7
ENV002015,RG0168,2029,113.2,35.0,High,0.59,43.6
ENV002016,RG0168,2030,112.7,36.7,High,0.59,44.1
ENV002017,RG0169,2019,120.4,18.0,High,0.59,38.9
ENV002018,RG0169,2020,127.5,19.7,High,0.59,40.8
ENV002019,RG0169,2021,116.7,21.4,High,0.59,39.4
ENV002020,RG0169,2022,123.6,23.1,High,0.59,41.3
ENV002021,RG0169,2023,115.2,24.8,High,0.59,40.3
ENV002022,RG0169,2024,114.5,26.5,High,0.59,40.8
ENV002023,RG0169,2025,123.5,28.2,High,0.59,43.1
ENV002024,RG0169,2026,112.5,29.9,High,0.59,41.6
ENV002025,RG0169,2027,111.9,31.6,High,0.59,42.1
ENV002026,RG0169,2028,119.4,33.3,High,0.59,44.1
ENV002027,RG0169,2029,107.4,35.0,High,0.59,42.5
ENV002028,RG0169,2030,118.6,36.7,High,0.59,45.2
ENV002029,RG0170,2019,121.3,18.0,High,0.59,39.1
ENV002030,RG0170,2020,122.9,19.7,High,0.59,40.0
ENV002031,RG0170,2021,121.4,21.4,High,0.59,40.3
ENV002032,RG0170,2022,124.3,23.1,High,0.59,41.4
ENV002033,RG0170,2023,114.2,24.8,High,0.59,40.2
ENV002034,RG0170,2024,122.4,26.5,High,0.59,42.3
ENV002035,RG0170,2025,123.2,28.2,High,0.59,43.0
ENV002036,RG0170,2026,112.9,29.9,High,0.59,41.7
ENV002037,RG0170,2027,116.6,31.6,High,0.59,43.0
ENV002038,RG0170,2028,109.9,33.3,High,0.59,42.4
ENV002039,RG0170,2029,112.3,35.0,High,0.59,43.4
ENV002040,RG0170,2030,109.1,36.7,High,0.59,43.4
ENV002041,RG0171,2019,121.8,18.0,High,0.59,39.2
ENV002042,RG0171,2020,117.1,19.7,High,0.59,38.9
ENV002043,RG0171,2021,117.0,21.4,High,0.59,39.5
ENV002044,RG0171,2022,114.4,23.1,High,0.59,39.6
ENV002045,RG0171,2023,126.8,24.8,High,0.59,42.5
ENV002046,RG0171,2024,113.0,26.5,High,0.59,40.5
ENV002047,RG0171,2025,123.4,28.2,High,0.59,43.1
ENV002048,RG0171,2026,122.4,29.9,High,0.59,43.5
ENV002049,RG0171,2027,111.7,31.6,High,0.59,42.1
ENV002050,RG0171,2028,113.8,33.3,High,0.59,43.1
ENV002051,RG0171,2029,118.8,35.0,High,0.59,44.6
ENV002052,RG0171,2030,117.0,36.7,High,0.59,44.9
ENV002053,RG0172,2019,124.8,18.0,High,0.59,39.7
ENV002054,RG0172,2020,121.4,19.7,High,0.59,39.7
ENV002055,RG0172,2021,117.3,21.4,High,0.59,39.5
ENV002056,RG0172,2022,123.7,23.1,High,0.59,41.3
ENV002057,RG0172,2023,114.7,24.8,High,0.59,40.3
ENV002058,RG0172,2024,117.9,26.5,High,0.59,41.4
ENV002059,RG0172,2025,123.0,28.2,High,0.59,43.0
ENV002060,RG0172,2026,111.1,29.9,High,0.59,41.4
ENV002061,RG0172,2027,109.2,31.6,High,0.59,41.6
ENV002062,RG0172,2028,112.6,33.3,High,0.59,42.9
ENV002063,RG0172,2029,117.0,35.0,High,0.59,44.3
ENV002064,RG0172,2030,108.7,36.7,High,0.59,43.3
ENV002065,RG0173,2019,128.5,18.0,High,0.59,40.4
ENV002066,RG0173,2020,123.2,19.7,High,0.59,40.0
ENV002067,RG0173,2021,124.4,21.4,High,0.59,40.9
ENV002068,RG0173,2022,127.0,23.1,High,0.59,41.9
ENV002069,RG0173,2023,124.5,24.8,High,0.59,42.1
ENV002070,RG0173,2024,118.7,26.5,High,0.59,41.6
